brand,store_id,city,state,postal_code,zcta_candidate,latitude,longitude
AutoZone,2c682fc2-bc31-4205-b17b-051551f4c3c2,Centralia,WA,98531,98531,46.723453521728516,-122.9704360961914
AutoZone,ee58a190-507d-49e0-9aa5-8c1b741a1292,Clarkston,WA,99403,99403,46.421478271484375,-117.04251861572266
AutoZone,6f43c7de-1292-4bb3-9ff2-d9406b38bd3c,Colville,WA,99114,99114,48.55376434326172,-117.91825103759766
AutoZone,27bfb9f3-fe97-4bfc-95f6-b54baa80f62f,Covington,WA,98042,98042,47.357887268066406,-122.11571502685547
AutoZone,133284e0-1e72-47ac-ad30-b9e20cdffe1b,Deer Park,WA,99006,99006,47.94964599609375,-117.47637939453125
AutoZone,f9bb4a30-32e2-40f5-b526-1d5b4af96473,East Wenatchee,WA,98802,98802,47.40616989135742,-120.27892303466797
AutoZone,ee4f9983-05d3-438c-980b-1eac6d47e74e,Edgewood,WA,98371,98371,47.25341796875,-122.2931900024414
AutoZone,1ad96849-43f4-49ed-928d-7ed0bc3ea8dc,Ellensburg,WA,98926,98926,46.9876823425293,-120.54796600341797
AutoZone,3b2f1b08-5ca7-4d5e-96c1-fda3bc64a9f0,Enumclaw,WA,98022,98022,47.1987190246582,-121.9938735961914
AutoZone,ebd80d50-8bb8-418f-9a58-5952c197eba5,Ephrata,WA,98823,98823,47.31402587890625,-119.55684661865234
AutoZone,01f9560d-b4e3-43f8-94b1-252cfe148822,Everett,WA,98201,98201,47.99589157104492,-122.2008285522461
AutoZone,31fa5b11-205b-4602-ba42-3d9b892907d3,Everett,WA,98203,98203,47.938873291015625,-122.2191390991211
AutoZone,79b5ee9d-cdb6-4816-8913-be76cd630b1f,Everett,WA,98204,98204,47.8948974609375,-122.25393676757813
AutoZone,4b36baf0-69f6-4ed8-97c6-69f89b9763f5,Federal Way,WA,98003,98003,47.29029083251953,-122.32425689697266
AutoZone,cc22faa1-5246-4bc9-a7d4-caa8d6aa9112,Federal Way,WA,98003,98003,47.357139587402344,-122.30902862548828
AutoZone,12bf5d5c-8134-4d18-bf56-e5f719800e0a,Federal Way,WA,98023,98023,47.30177688598633,-122.36015319824219
AutoZone,e69a4860-6f90-40f8-a236-163a5603d497,Gig Harbor,WA,98335,98335,47.30570602416992,-122.57974243164063
AutoZone,d0de5d89-9398-46b8-a316-917ff8db9c07,Graham,WA,98338,98338,47.05592346191406,-122.29411315917969
AutoZone,de1fd382-c1a8-42a0-9449-4b280871bf6e,Grandview,WA,98930,98930,46.25572967529297,-119.890625
AutoZone,940e5607-8bf3-44a6-a197-b50a08f59224,Kennewick,WA,99336,99336,46.206153869628906,-119.13487243652344
AutoZone,5dcf96a2-7d2c-49f8-995e-f8f0f689268e,Kennewick,WA,99336,99336,46.212066650390625,-119.1874771118164
AutoZone,98107d35-ba5f-422e-a696-6f24f64be721,Kennewick,WA,99337,99337,46.19380569458008,-119.14019775390625
AutoZone,620bbcc1-7b47-4145-87a7-7c267ec1ecde,Kent,WA,98031,98031,47.37605667114258,-122.20092010498047
AutoZone,268f104f-4464-459f-9b7a-c36a7eda9ea4,Kirkland,WA,98034,98034,47.71344757080078,-122.18305969238281
AutoZone,91e51d91-6297-4c58-b3eb-a9c5c89ebb5d,Lacey,WA,98503,98503,47.03832244873047,-122.79834747314453
AutoZone,78adba1f-74c3-4cca-96f5-e02a5811e7c2,Lacey,WA,98503,98503,46.996543884277344,-122.8213119506836
AutoZone,627be00d-7d4c-47f3-903c-28523dff3581,Lacey,WA,98516,98516,47.057891845703125,-122.7638931274414
AutoZone,22bbf11f-45c2-4340-b9dc-8a033f1bfef7,Lake Stevens,WA,98258,98258,48.001502990722656,-122.1069107055664
AutoZone,55134f07-1e48-4dc0-b3c8-4c926b06e2fa,Lakewood,WA,98498,98498,47.11977005004883,-122.55914306640625
AutoZone,bee8134c-93b9-4f17-b381-76d076090052,Lakewood,WA,98499,98499,47.170989990234375,-122.51842498779297
AutoZone,40044926-f81e-401b-a51d-9184ecdaec15,Longview,WA,98632,98632,46.1461181640625,-122.931884765625
AutoZone,554fd43b-cbe9-45e7-81bf-8e4834852003,Lynden,WA,98264,98264,48.93362045288086,-122.4860610961914
AutoZone,e4a2938c-fb1b-4b1c-bd5e-3697ad352cde,Lynnwood,WA,98036,98036,47.819698333740234,-122.31387329101563
AutoZone,bf7dcfd0-d221-4e79-b0b0-5c072c7ca612,Lynnwood,WA,98037,98037,47.84548568725586,-122.29428100585938
AutoZone,729c7daf-a16a-4340-ad71-45206976371d,Lynnwood,WA,98036,98036,47.814300537109375,-122.3202133178711
AutoZone,0ac8e060-25fb-446a-ad31-59eb64ddf96c,Maple Valley,WA,98038,98038,47.36277389526367,-122.02194213867188
AutoZone,4f398f8a-f49f-4118-8bf3-f0a91ad0686f,Marysville,WA,98270,98270,48.05988693237305,-122.17647552490234
AutoZone,35290978-40ce-4501-a027-62507d7c924c,Mill Creek,WA,98012,98012,47.87778854370117,-122.20389556884766
AutoZone,90579900-6b12-4666-9ebc-7c48c1b08a16,Monroe,WA,98272,98272,47.861263275146484,-121.9765625
AutoZone,3e29a79a-0bd3-4794-899c-ae707770dd5f,Moses Lake,WA,98837,98837,47.128787994384766,-119.26972198486328
AutoZone,1b706964-2e7d-49f6-9523-b52713f17c5c,Mt Vernon,WA,98273,98273,48.43533706665039,-122.3309326171875
AutoZone,5f18daab-b5f8-4773-9ba4-f5e2322d05a7,Oak Harbor,WA,98277,98277,48.293731689453125,-122.65652465820313
AutoZone,a8c59a91-e928-4e35-b49f-88380ba3cf66,Olympia,WA,98502,98502,47.045902252197266,-122.9298324584961
AutoZone,ddaadfca-88cc-4216-bc2b-143d5374c5e2,Othello,WA,99344,99344,46.825748443603516,-119.14743041992188
AutoZone,96993238-db1f-41d3-80e3-40ec2d9cf8aa,Pasco,WA,99301,99301,46.24123764038086,-119.1216049194336
AutoZone,82bbfe06-2b1e-4d9b-a03b-a5179b05dc3e,Port Angeles,WA,98362,98362,48.10621643066406,-123.4006118774414
AutoZone,b7d3f1b3-6db7-4285-a52c-3880cdf12677,Port Orchard,WA,98366,98366,47.519287109375,-122.63298034667969
AutoZone,6d4c2c05-2e3c-4abb-be8a-a9714da992f8,Prosser,WA,99350,99350,46.20537185668945,-119.7708969116211
AutoZone,f4828fe2-483d-4d34-ade6-b5f40174cf61,Puyallup,WA,98371,98371,47.201839447021484,-122.30113220214844
AutoZone,4576b4da-fe80-4081-ae38-41022940bc5c,Puyallup,WA,98373,98373,47.12765121459961,-122.2923812866211
AutoZone,cfca72a4-6ff4-4e53-ba5a-943a0a297168,Puyallup,WA,98375,98375,47.0955810546875,-122.3570785522461
AutoZone,46d06de9-e95b-4ab2-91eb-0e92d0b7358f,Quincy,WA,98848,98848,47.233070373535156,-119.86026000976563
AutoZone,bc44e439-4585-4e71-9c0d-88ed8894056a,Renton,WA,98057,98057,47.48203659057617,-122.217529296875
AutoZone,22b23f72-8101-43ab-a437-ffa3bc390e7b,Renton,WA,98058,98058,47.44419860839844,-122.15474700927734
AutoZone,4e5b37f8-3646-43ba-9217-26b4fc297744,Renton,WA,98059,98059,47.48900604248047,-122.1622085571289
AutoZone,cef73935-63c3-44c8-b23f-dca51c887672,Richland,WA,99354,99354,46.29730987548828,-119.27474975585938
AutoZone,ec13e0d9-4d90-436b-b80f-8ff5f4635cf8,Seatac,WA,98198,98198,47.412994384765625,-122.2972640991211
AutoZone,af8f492d-798a-4408-aa98-d898b2a57e71,Seattle,WA,98118,98118,47.519710540771484,-122.26250457763672
AutoZone,1cc10c66-9e14-4db1-9ad3-f7b581e2b049,Seattle,WA,98144,98144,47.599979400634766,-122.30199432373047
AutoZone,282f9b9e-cad6-4936-86c0-b86d5bde6cff,Seattle,WA,98146,98146,47.513404846191406,-122.35486602783203
AutoZone,3a698f3f-42d0-49da-8d17-b471d3582c96,Selah,WA,98942,98942,46.66090774536133,-120.52348327636719
AutoZone,7cc21b20-1c96-4e97-b658-2ef354f14b4e,Shoreline,WA,98133,98133,47.76145935058594,-122.34648895263672
AutoZone,73692b3d-b99b-4905-9231-b7303f56e3c9,Spanaway,WA,98387,98387,47.10011672973633,-122.43418884277344
AutoZone,c6f71f63-7192-4d8d-95c0-e0f9ab3d798f,Spokane,WA,99207,99207,47.68125915527344,-117.41084289550781
AutoZone,20575199-69c4-4fd4-b06c-09bc56868c93,Spokane,WA,99208,99208,47.72370910644531,-117.41045379638672
AutoZone,0b71e5e4-62ee-450d-8549-19780729ec61,Spokane Valley,WA,99206,99206,47.67966842651367,-117.28126525878906
AutoZone,3f1c1a13-f9c1-4b9b-b192-72645120967c,Spokane Valley,WA,99212,99212,47.65738296508789,-117.33711242675781
AutoZone,f58d56da-ad7b-457e-b36d-eb20686d9ac2,Spokane Valley,WA,99216,99216,47.65753936767578,-117.21730041503906
AutoZone,fd7f3b44-ea62-48f6-8c07-ac3e6dbd43c7,Stanwood,WA,98292,98292,48.18323516845703,-122.32347106933594
AutoZone,6bfe3deb-a474-44cb-907b-65676b8e7427,Stanwood,WA,98292,98292,48.24129867553711,-122.3578872680664
AutoZone,659bee4b-7543-446a-8a1f-00188d17a744,Sunnyside,WA,98944,98944,46.32657241821289,-119.99656677246094
AutoZone,e4aa12d2-cee4-4838-8577-d0da8fe95509,Tacoma,WA,98406,98406,47.255516052246094,-122.48719787597656
AutoZone,60521778-e56f-49ef-b85c-d340a312096c,Tacoma,WA,98408,98408,47.193702697753906,-122.43363952636719
AutoZone,9fbad2bb-ac90-4429-8b97-7ebc815c91ad,Tacoma,WA,98409,98409,47.205284118652344,-122.48439025878906
AutoZone,b520d212-1357-4787-b1f0-1e9793468211,Tacoma,WA,98418,98418,47.22323226928711,-122.4622802734375
AutoZone,986fa2d3-a83a-4949-a39d-a8cecdbcd231,Tacoma,WA,98444,98444,47.154945373535156,-122.43463897705078
AutoZone,eb7a0a73-685a-44e0-a9f7-844ddc9ce820,Toppenish,WA,98948,98948,46.37474822998047,-120.31949615478516
AutoZone,df1eff41-1317-4d06-951a-b07077aed3ea,Tumwater,WA,98512,98512,46.9989128112793,-122.91896057128906
AutoZone,1604c062-4ccb-4a20-ac71-90835092a2a8,University Place,WA,98466,98466,47.2364616394043,-122.53781127929688
AutoZone,a5cf9541-0998-4e56-aae7-fabeef30a0ac,Vancouver,WA,98661,98661,45.64063262939453,-122.62029266357422
AutoZone,c7a8e7df-df7a-460b-a41f-624cccbb24c0,Vancouver,WA,98664,98664,45.62134552001953,-122.56371307373047
AutoZone,4f19d4b2-08f7-437f-880b-aacbc24c5f21,Vancouver,WA,98665,98665,45.691810607910156,-122.6578369140625
AutoZone,8da4f858-dfc1-499f-8ddd-5fba4d8707f7,Vancouver,WA,98682,98682,45.66786193847656,-122.55216217041016
AutoZone,244cda02-d4ac-4c98-9c6a-cf2392e4a2bf,Vancouver,WA,98684,98684,45.620262145996094,-122.50373077392578
AutoZone,b694a097-2b03-4bb2-aa26-ec262eb999b1,Walla Walla,WA,99362,99362,46.05651092529297,-118.3458480834961
AutoZone,87e244f8-a4ba-4647-ab50-a80e6f15624b,Washougal,WA,98671,98671,45.58386993408203,-122.36783599853516
AutoZone,b2c53c6c-e3e7-44cb-a4cc-6edd7845116c,Wenatchee,WA,98801,98801,47.436466217041016,-120.32640838623047
AutoZone,a88355bb-fd0e-4f54-8be3-6fc44c1f6b1c,Yakima,WA,98901,98901,46.58188247680664,-120.49481201171875
AutoZone,104078ad-c64c-41f0-9111-e92fba5bdf5a,Yakima,WA,98902,98902,46.58503341674805,-120.5587387084961
AutoZone,62612e26-cc7a-4940-8b04-41096babdfd8,Yakima,WA,98908,98908,46.59492111206055,-120.60647583007813
AutoZone,5c5ea006-2ecb-40f8-a935-a671004e75a6,Yelm,WA,98597,98597,46.93434143066406,-122.59175872802734
NAPA Auto Parts,8c35490b-1bd1-4ea7-a465-61579a6c263e,Aberdeen,WA,98520,98520,46.9718132019043,-123.74275207519531
NAPA Auto Parts,7cbe9e2d-428c-4c39-be6a-a4505ee2b0d1,Airway Heights,WA,99001,99001,47.6429557800293,-117.57906341552734
NAPA Auto Parts,4ea71cf9-f842-45cb-a8d4-c89a8a8d436f,Anacortes,WA,98221,98221,48.512603759765625,-122.61339569091797
NAPA Auto Parts,3799f3e9-4f29-4dc7-a04b-375784b75975,Anacortes,WA,98221,98221,48.502628326416016,-122.61250305175781
NAPA Auto Parts,ff5ddf92-caa8-43c1-ae1a-4c19e4763e12,Arlington,WA,98223,98223,48.194271087646484,-122.12801361083984
NAPA Auto Parts,59b4a358-c95c-432c-af48-0240ec0158e9,Auburn,WA,98002,98002,47.3096809387207,-122.22592163085938
NAPA Auto Parts,d2f6b2fe-30a5-44df-9ae3-1997932b5803,Battle Ground,WA,98604,98604,45.78215408325195,-122.55586242675781
NAPA Auto Parts,7a8d6e91-dad6-492c-b374-683aa34f2277,Belfair,WA,98528,98528,47.4560432434082,-122.81891632080078
NAPA Auto Parts,a3b2d115-b681-4dbb-b616-61f822755d65,Bellevue,WA,98005,98005,47.62871170043945,-122.15379333496094
NAPA Auto Parts,761420dd-c95f-4234-a57f-2d0c3291c77f,Bellingham,WA,98225,98225,48.755252838134766,-122.46697998046875
NAPA Auto Parts,ef1b5730-96fb-4d23-b427-aa068fef1f1c,Bingen,WA,98605,98605,45.715248107910156,-121.46575164794922
NAPA Auto Parts,5d414897-4317-4660-9cc1-14e6d206333c,Blaine,WA,98230,98230,48.998111724853516,-122.74847412109375
NAPA Auto Parts,a54768e3-5e50-4207-b8e7-41293399e6bc,Bremerton,WA,98312,98312,47.55009460449219,-122.66556549072266
NAPA Auto Parts,f7b1adbc-1585-4400-926b-ddd1a9d08e21,Bremerton,WA,98312,98312,47.57025146484375,-122.65644073486328
NAPA Auto Parts,341d61e5-1167-4342-b57d-050b1f50b0a8,Bremerton,WA,98311,98311,47.611167907714844,-122.6294937133789
NAPA Auto Parts,d8d3d4a1-d78b-482f-9c15-d58b64eb614e,Brewster,WA,98812,98812,48.09895324707031,-119.78269958496094
NAPA Auto Parts,4cafb7d3-cb3e-4cb6-979b-fd5748d7bbb2,Burien,WA,98168,98168,47.46944808959961,-122.33385467529297
NAPA Auto Parts,9e8e2e28-a3d5-4c3e-8212-be0212967359,Burlington,WA,98233,98233,48.45226287841797,-122.33370971679688
NAPA Auto Parts,979e0816-3ffb-44a7-b58e-4c0280e26c43,Camas,WA,98607,98607,45.580833435058594,-122.38712310791016
NAPA Auto Parts,c5ee5dc4-a136-4e69-b8db-c94e482c1494,Cashmere,WA,98815,98815,47.52259826660156,-120.47032165527344
NAPA Auto Parts,6f814e14-8c51-4758-a40d-a20df4b8a8ef,Castle Rock,WA,98611,98611,46.27946472167969,-122.90816497802734
NAPA Auto Parts,d17813e3-60ab-4344-890d-bab461d79f13,Cathlamet,WA,98612,98612,46.19680404663086,-123.365478515625
NAPA Auto Parts,b7941e81-b21e-4671-899d-1431a23dafff,Centralia,WA,98531,98531,46.717315673828125,-122.95984649658203
NAPA Auto Parts,42d9f2d1-a9e3-4c0c-ba1c-d4e51be2fa92,Chehalis,WA,98532,98532,46.66140365600586,-122.96369171142578
NAPA Auto Parts,d795e533-3653-43d7-bd39-2bec05d91d78,Chehalis,WA,98532,98532,46.669532775878906,-122.97364044189453
NAPA Auto Parts,a05af4db-8379-4f65-af64-7fb989489317,Chelan,WA,98816,98816,47.858299255371094,-120.06226348876953
NAPA Auto Parts,3c983ef3-6dde-4829-8b9b-ef728f7f6a04,Cheney,WA,99004,99004,47.50392150878906,-117.56532287597656
NAPA Auto Parts,735949ed-c600-43ba-a36a-58cba7c6b90c,Chewelah,WA,99109,99109,48.27646255493164,-117.71508026123047
NAPA Auto Parts,a5693cf0-28bc-4c98-8919-1121a6134660,Clallam Bay,WA,98326,98326,48.221500396728516,-124.25375366210938
NAPA Auto Parts,80fce006-fb81-4d31-84b3-0b4aab30dc6e,Clarkston,WA,99403,99403,46.416099548339844,-117.04633331298828
NAPA Auto Parts,e0bd51a2-fd2f-458b-ad2a-1c3411e02daa,Clarkston,WA,99403,99403,46.41925811767578,-117.04166412353516
NAPA Auto Parts,e700b177-d36b-4490-bdcc-7f1c24fab11c,Cle Elum,WA,98922,98922,47.19411087036133,-120.93955993652344
NAPA Auto Parts,be53c71b-0a8c-4bab-aa00-4e5e1b45b0c7,Colfax,WA,99111,99111,46.890647888183594,-117.3674087524414
NAPA Auto Parts,4eb8f07b-1eb9-4980-a51e-49c3050878c3,Colville,WA,99114,99114,48.54795837402344,-117.90737915039063
NAPA Auto Parts,0424b537-53f8-4d20-b9a5-83c09e97cd0b,Connell,WA,99326,99326,46.6564826965332,-118.86131286621094
NAPA Auto Parts,71d5a9f5-0294-424a-95f0-0a509841853c,Covington,WA,98042,98042,47.35320281982422,-122.12211608886719
NAPA Auto Parts,2c0c42e1-813d-4151-9353-d1cc4c6f2a3f,Darrington,WA,98241,98241,48.24980545043945,-121.6025161743164
NAPA Auto Parts,72ada8ac-ace8-4574-b896-c2aa29918371,Davenport,WA,99122,99122,47.654075622558594,-118.15035247802734
NAPA Auto Parts,de548906-cd79-46af-aaa6-eea83becd60a,Dayton,WA,99328,99328,46.31891632080078,-117.98235321044922
NAPA Auto Parts,f1e689d0-e15f-4fe4-a3fc-4e2cf4e38aed,Deer Park,WA,99006,99006,47.95429992675781,-117.47650146484375
NAPA Auto Parts,ea4e36a3-ddad-45cc-82ff-d06d758cd0e9,Duvall,WA,98019,98019,47.7387580871582,-121.9637222290039
NAPA Auto Parts,f1103cda-c0a7-4e9e-a259-387f9912e317,Eastsound,WA,98245,98245,48.703338623046875,-122.91400146484375
NAPA Auto Parts,ef41d832-bd14-4134-8746-41770a8f2b7a,Eatonville,WA,98328,98328,46.86711502075195,-122.2665786743164
NAPA Auto Parts,8491cae9-b483-43e4-9379-d1be19998190,Ellensburg,WA,98926,98926,46.98713684082031,-120.54827117919922
NAPA Auto Parts,1e1527f2-b5a5-4788-a25d-88e5fc73dd1c,Enumclaw,WA,98022,98022,47.19926834106445,-121.99613952636719
NAPA Auto Parts,6f48ada4-75f6-4cc2-81f8-59fd01e90404,Ephrata,WA,98823,98823,47.31114959716797,-119.55797576904297
NAPA Auto Parts,92f46d0f-2a5c-4096-99fd-e330cf3880fb,Everett,WA,98204,98204,47.91224670410156,-122.2363510131836
NAPA Auto Parts,cf416bc9-ad7d-46af-8a31-658d754737f7,Everett,WA,98201,98201,47.97782516479492,-122.21188354492188
NAPA Auto Parts,126b10f6-9e57-4243-89f8-128065f09bad,Everett,WA,98201,98201,47.97616958618164,-122.19973754882813
NAPA Auto Parts,fd51024d-94a8-47df-a54f-a5978ead13f3,Everson,WA,98247,98247,48.92015075683594,-122.3428726196289
NAPA Auto Parts,3886572c-fa57-45d2-bb25-16a3accb9e84,Fairfield,WA,99012,99012,47.45241928100586,-117.13204956054688
NAPA Auto Parts,71537cf3-a8e1-4606-90b4-d03a63865371,Federal Way,WA,98003,98003,47.306217193603516,-122.31283569335938
NAPA Auto Parts,4a493e71-2ce3-49fd-9d8b-cc7c7c48df64,Federal Way,WA,98003,98003,47.2974853515625,-122.31318664550781
NAPA Auto Parts,75d55e8f-9193-4ced-98b3-368aabc07693,Ferndale,WA,98248,98248,48.844993591308594,-122.57904815673828
NAPA Auto Parts,1a83bbe0-2e01-436c-b921-e8c69b0c3578,Fife,WA,98424,98424,47.24319076538086,-122.39606475830078
NAPA Auto Parts,69084295-49d6-4f5e-9145-8e0610901630,Forks,WA,98331,98331,47.95574188232422,-124.38628387451172
NAPA Auto Parts,a588a33a-21e8-4226-b66c-a8801185c118,Freeland,WA,98249,98249,48.00961685180664,-122.52537536621094
NAPA Auto Parts,ca21d985-a6bc-44c7-834a-24798a504f4a,Friday Harbor,WA,98250,98250,48.531063079833984,-123.02174377441406
NAPA Auto Parts,751b5822-2375-495a-8878-4e4d2482f6a3,Gig Harbor,WA,98332,98332,47.38570785522461,-122.62613677978516
NAPA Auto Parts,227e013d-feb5-40ff-8c6c-5e495bad800a,Gig Harbor,WA,98335,98335,47.32743453979492,-122.58296203613281
NAPA Auto Parts,00d5e6ee-6a81-478d-a32d-5ab4808f98c1,Glenoma,WA,98336,98336,46.531253814697266,-122.1276626586914
NAPA Auto Parts,c73bfac5-a08f-4e28-949e-fb9286a3818c,Goldendale,WA,98620,98620,45.822479248046875,-120.82588195800781
NAPA Auto Parts,da0ae3bb-94cc-4e01-b1e8-6cd520a56479,Grand Coulee,WA,99133,99133,47.93948745727539,-119.00392150878906
NAPA Auto Parts,64414c3f-37be-433a-ad42-b5bdbbe599e6,Grandview,WA,98930,98930,46.25419616699219,-119.90160369873047
NAPA Auto Parts,6ea364a1-1162-4065-a7fe-9ea970817ce6,Granite Falls,WA,98252,98252,48.083335876464844,-121.97232818603516
NAPA Auto Parts,e34af790-a366-428c-a8da-fcdebca135fd,Hoquiam,WA,98550,98550,46.97611618041992,-123.86507415771484
NAPA Auto Parts,df055cd1-4e40-457d-9fa9-478f6347aea9,Hoquiam,WA,98550,98550,47.042938232421875,-124.15318298339844
NAPA Auto Parts,fa109fe7-16ed-4a88-bfb0-8271c74f5a36,Issaquah,WA,98027,98027,47.530738830566406,-122.0380630493164
NAPA Auto Parts,ba26ffb1-602e-489f-a736-066e4d998516,Kennewick,WA,99336,99336,46.21240997314453,-119.1994400024414
NAPA Auto Parts,c1b45a07-d88e-4d9e-8c18-b5cb9285e7a5,Kent,WA,98032,98032,47.44112014770508,-122.22682189941406
NAPA Auto Parts,61469418-ee52-4804-9bbe-8a474d1eca5c,Kent,WA,98032,98032,47.36663055419922,-122.2300033569336
NAPA Auto Parts,f699d957-af19-4774-80df-5833a37a54e4,Kettle Falls,WA,99141,99141,48.61102294921875,-118.05326080322266
NAPA Auto Parts,424f345a-7ada-48fd-a706-a1d4e71bcec9,Kingston,WA,98346,98346,47.805145263671875,-122.50975799560547
NAPA Auto Parts,d99c80df-882d-4e14-be04-617ccff67cef,Kingston,WA,98346,98346,47.80220413208008,-122.50321197509766
