target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:2686121568,BECU,BECU,200 Bellevue Way Northeast,Bellevue,WA,98004,47.6122102,-122.2013116,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:3731215782,First Tech Federal Credit Union,First Tech Federal Credit Union,1F3,Bellevue,WA,,47.6147645,-122.1965657,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:11500556109,HSBC,HSBC,196 Bellevue Way Northeast,Bellevue,WA,98004,47.611864,-122.2012829,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:4172372393,Heritage Bank,Heritage Bank,,Bellevue,WA,,47.6146232,-122.1902271,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:3651436228,KeyBank,KeyBank,,Bellevue,WA,,47.6198091,-122.2020296,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:5358076592,KeyBank,KeyBank,601 108th Avenue Northeast 100,Bellevue,WA,98004,47.6159538,-122.1967971,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:2106205084,Mechanics Bank,,,Bellevue,WA,,47.614854,-122.1960047,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:11500556111,Pacific Premier Bank,,,Bellevue,WA,,47.611797,-122.1985646,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:697212592,U.S. Bank,U.S. Bank,,Bellevue,WA,,47.6176379,-122.193994,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:way:33725900,U.S. Bank,U.S. Bank,10800 Northeast 8th Street,Bellevue,WA,,47.6178484,-122.1958385,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:563386669,Umpqua Bank,Umpqua Bank,,Bellevue,WA,,47.6175944,-122.1913857,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:2095440139,WaFd Bank,WaFd Bank,,Bellevue,WA,,47.6139716,-122.195536,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:way:183373056,WaFd Bank,,,Bellevue,WA,,47.6122198,-122.1957932,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:way:295399822,WaFd Bank,Washington Federal,10001 Northeast 8th Street,Bellevue,WA,98004,47.6172025,-122.2067904,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:node:2106208414,Wells Fargo,Wells Fargo,,Bellevue,WA,,47.6123363,-122.1966923,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,bank_credit_union,osm:way:33115500,Wells Fargo,Wells Fargo,,Bellevue,WA,,47.6208362,-122.2010791,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
factoria,Bellevue Factoria field,eastside_power_center_mall_edge,bank_credit_union,osm:node:2629254083,BECU,BECU,3710 Factoria Boulevard Southeast E,Bellevue,WA,,47.5773729,-122.1681828,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
factoria,Bellevue Factoria field,eastside_power_center_mall_edge,bank_credit_union,osm:way:89618081,Bank of America,Bank of America,,Bellevue,WA,,47.5759154,-122.1699403,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
factoria,Bellevue Factoria field,eastside_power_center_mall_edge,bank_credit_union,osm:way:89618100,Chase,Chase,,Bellevue,WA,,47.5749302,-122.1698602,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
factoria,Bellevue Factoria field,eastside_power_center_mall_edge,bank_credit_union,osm:node:6933558221,KeyBank,KeyBank,3636 Factoria Boulevard Southeast,Bellevue,WA,98006,47.5778455,-122.169064,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
factoria,Bellevue Factoria field,eastside_power_center_mall_edge,bank_credit_union,osm:way:384623750,U.S. Bank,U.S. Bank,4040 Factoria Boulevard Southeast,Bellevue,WA,98006,47.5735394,-122.1688657,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
factoria,Bellevue Factoria field,eastside_power_center_mall_edge,bank_credit_union,osm:node:2629253913,UniBank,,3640 Factoria Boulevard Southeast B,Bellevue,WA,,47.5777031,-122.1674933,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
factoria,Bellevue Factoria field,eastside_power_center_mall_edge,bank_credit_union,osm:node:3183931330,Wells Fargo,Wells Fargo,,Bellevue,WA,,47.5740913,-122.169062,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:node:9429562282,BECU,BECU,9995 Silverdale Way Northwest 101,Silverdale,WA,98383,47.6539455,-122.69158,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:way:174323361,Bank of America,Bank of America,9981 Silverdale Way Northwest,Silverdale,WA,98383,47.6592562,-122.6855935,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:way:174811858,Bank of America,Bank of America,,Silverdale,WA,,47.6529649,-122.6918998,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:way:118245499,Chase,Chase,10745 Silverdale Way Northwest,Silverdale,WA,98383,47.6610039,-122.6858853,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:node:5416759321,Columbia Bank,Columbia Bank,10100 Silverdale Way Northwest,Silverdale,WA,98383,47.6548233,-122.688661,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:node:5416734427,Connection Credit Union,,10200 Silverdale Way Northwest,Silverdale,WA,98383,47.6553126,-122.6883059,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:way:1193422977,First Federal,,,Silverdale,WA,,47.650205,-122.689335,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:way:589550305,KeyBank,KeyBank,9833 Silverdale Way Northwest,Silverdale,WA,98383,47.6484433,-122.695665,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:node:5416734423,Kitsap Bank,,10488 Silverdale Way Northwest,Silverdale,WA,98383,47.6584623,-122.6859023,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:way:1449256573,Kitsap Credit Union,Member-owned,2041 Northwest Myhre Road,Silverdale,WA,98383,47.6536996,-122.6776755,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:way:1193428283,Navy Federal Credit Union,Navy Federal Credit Union,,Silverdale,WA,,47.6581226,-122.6963362,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:way:311363156,Timberland Bank - Silverdale,Timberland Bank,2401 Northwest Bucklin Hill Road,Silverdale,WA,98383,47.6501188,-122.682833,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
kitsap-mall,Kitsap Mall / Silverdale field,kitsap_regional_mall_field,bank_credit_union,osm:way:173855724,Wells Fargo,Publicly owned financial institution,9976 Mickelberry Road Northwest,Silverdale,WA,98383,47.6544452,-122.6818145,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:node:12045122324,1st Security Bank Home Lending,1st Security Bank,2910 South Meridian 180,Puyallup,WA,98373,47.1637797,-122.2936825,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:node:4285585029,BECU,BECU,3803 South Meridian B,Puyallup,WA,98373,47.1554646,-122.2925775,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:551093004,Bank of America,Bank of America,12008 Meridian East,South Hill,WA,98373,47.1470994,-122.2934247,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:51460099,Chase,Chase,3710 South Meridian,Puyallup,WA,98373,47.1563264,-122.2935348,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:51464333,Harborstone Credit Union,,3921 South Meridian,Puyallup,WA,98373,47.1540141,-122.2923518,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:48764317,Heritage Bank,Heritage Bank,4627 South Meridian,Puyallup,WA,98703,47.147817,-122.2923776,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:557231381,KeyBank,KeyBank,3903 South Meridian,Puyallup,WA,98373,47.1543957,-122.2922611,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:48764316,Kitsap Credit Union,,11916 South Meridian,Puyallup,WA,98373,47.1478593,-122.2935098,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:564596531,Red Canoe Credit Union,Red Canoe Credit Union,601 39th Avenue Southwest,Puyallup,WA,98373,47.1552464,-122.3002269,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:563467416,Timberland Bank,,12814 Meridian East,South Hill,WA,98373,47.1399349,-122.2936075,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:51471263,U.S. Bank,U.S. Bank,222 39th Avenue Southwest,Puyallup,WA,98373,47.1543385,-122.2954086,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:51460387,Umpqua Bank,Umpqua Bank,109 35th Avenue Southeast,Puyallup,WA,98703,47.1587839,-122.2922512,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:51469441,Umpqua Bank,Umpqua Bank,4220 South Meridian,Puyallup,WA,98703,47.1517164,-122.2935815,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-hill-puyallup,South Hill / Puyallup field,pierce_suburban_mall_field,bank_credit_union,osm:way:51459978,Wells Fargo,Wells Fargo,431 39th Avenue Southwest,Puyallup,WA,98373,47.1552354,-122.2978584,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:way:295295105,Bank of America,Bank of America,320 Strander Boulevard,Tukwila,WA,98188,47.4561837,-122.2566289,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:node:1347473914,Chase,Chase,321 Strander Boulevard,Tukwila,WA,98188,47.4556048,-122.256821,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:way:654885146,Federal Reserve Bank of San Francisco - Seattle Branch,,2700 Naches Avenue Southwest,Renton,WA,98057,47.4553264,-122.236779,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:node:4560930143,Gesa Credit Union,,5200 Southcenter Boulevard,Tukwila,WA,98188,47.4656799,-122.268511,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:way:293207860,KeyBank,KeyBank,275 Andover Park West,Tukwila,WA,98188,47.4560711,-122.2547932,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:node:13267775965,Mechanics Bank,,,Tukwila,WA,,47.4590297,-122.2496965,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:way:293205516,Salal Credit Union,,690 Strander Boulevard,Tukwila,WA,98188,47.4571502,-122.2444813,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:node:4819650447,Seattle Credit Union,,,Tukwila,WA,,47.449121,-122.260987,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:node:4530928389,Sound Credit Union,,,Tukwila,WA,,47.4573917,-122.2491998,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:way:654955094,U.S. Bank,U.S. Bank,151 Andover Park East,Tukwila,WA,98188,47.458635,-122.2505783,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
southcenter-tukwila,Southcenter / Tukwila mall field,south_king_regional_mall_field,bank_credit_union,osm:way:654955040,Wells Fargo,Wells Fargo,343 Andover Park East,Tukwila,WA,98188,47.4542662,-122.2507119,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
tacoma-mall,Tacoma Mall field,south_sound_regional_mall_field,bank_credit_union,osm:way:39405087,Bank of America,Bank of America,4002 Tacoma Mall Boulevard,Tacoma,WA,98409,47.2203714,-122.4671938,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
tacoma-mall,Tacoma Mall field,south_sound_regional_mall_field,bank_credit_union,osm:node:521076427,Qualstar,,4027 Tacoma Mall Boulevard,Tacoma,WA,98409,47.2212504,-122.4662458,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
tacoma-mall,Tacoma Mall field,south_sound_regional_mall_field,bank_credit_union,osm:way:51818669,U.S. Bank,U.S. Bank,870 S 38th Street,Tacoma,WA,98408,47.2229257,-122.4459971,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
tacoma-mall,Tacoma Mall field,south_sound_regional_mall_field,bank_credit_union,osm:way:39404412,Wells Fargo,Wells Fargo,4111 South Steele Street,Tacoma,WA,98409,47.2198868,-122.4671448,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
