ring,leader,leader_stores,total_stores,status,home_depot_stores,lowes_stores,lowes_share
urban_core,McDonald's,33,88,contested,0,0,0.000
inner_suburb,McDonald's,106,294,contested,0,0,0.000
outer_suburb,McDonald's,83,234,contested,0,0,0.000
exurb,McDonald's,7,23,contested,0,0,0.000

brand,store_id,city,county_name,ring,distance_from_core_miles
McDonald's,3c056172-8cd3-4688-bf9a-df8497a92035,South Fulton,Fulton County,urban_core,7.10
Burger King,17f647ba-1310-4872-b16f-5eaddd604d24,Decatur,DeKalb County,urban_core,7.12
Burger King,5fd88b1e-24b8-4cd9-bf30-fc81b368031b,Atlanta,Fulton County,urban_core,7.17
McDonald's,6e4a23ba-106e-4cbd-b02f-fcca07f55d81,Atlanta,Fulton County,urban_core,7.18
McDonald's,24c8195e-80cf-4cc0-b27d-8300a75dcb5e,Decatur,DeKalb County,urban_core,7.37
Taco Bell,ef74fcab-5e0c-4d0b-8f74-26ecfb63269f,Brookhaven,DeKalb County,urban_core,7.38
Taco Bell,e3f4d78d-7225-443d-a4d9-4819c5317b8f,Decatur,DeKalb County,urban_core,7.63
Wendy's,5aa3157c-bfc3-4ca0-a2f7-013afbd81eea,Atlanta,Fulton County,urban_core,7.69
McDonald's,ada9c23d-2a22-4802-99f2-4ce54dba4910,Atlanta,DeKalb County,urban_core,7.72
McDonald's,c85b9a2c-3679-4093-99d1-bb774372447d,Decatur,DeKalb County,urban_core,7.76
McDonald's,227bba15-af8a-4614-bf43-ece9a299d4c5,Decatur,DeKalb County,urban_core,7.91
McDonald's,67565405-ee8b-4980-90db-816651e0c397,Smyrna,Cobb County,urban_core,8.07
McDonald's,3c830916-5d96-4cca-a9c3-069868a74fa3,Brookhaven,DeKalb County,urban_core,8.12
Taco Bell,8d3baa3c-256f-49d2-9c9a-d72384dce1ee,Smyrna,Cobb County,urban_core,8.15
Taco Bell,e23c95e2-22b8-4366-ab70-cfe90ae3e973,Forest Park,Clayton County,urban_core,8.21
Burger King,1f435193-9b97-4d5d-88a8-9fb1577c42cf,Decatur,DeKalb County,urban_core,8.22
Wendy's,afb11fb4-361d-42ac-85b3-db9847c96734,Smyrna,Cobb County,urban_core,8.23
Wendy's,1102dc97-d727-4a4b-83ce-0bfee1ef86d4,Forest Park,Clayton County,urban_core,8.28
McDonald's,10cc2ff1-5dae-4c08-91b1-80a5e846b402,Brookhaven,DeKalb County,urban_core,8.59
McDonald's,3296574a-1831-4d70-ad17-8f31012db2b4,Atlanta,Fulton County,urban_core,8.64
Wendy's,c002b89a-bf7f-4aaa-b5af-5cc5c3594fd3,Decatur,DeKalb County,urban_core,8.74
Burger King,10e50ab0-ed47-4cde-8a30-662fa09f5649,Decatur,DeKalb County,urban_core,8.80
McDonald's,de2e17af-7dc7-4e5d-b9b0-59d71e71b1a0,Forest Park,Clayton County,urban_core,8.87
Wendy's,3f93370c-684d-453e-a00a-eba835844250,Decatur,DeKalb County,urban_core,8.88
Wendy's,7fa52129-9fc3-4fe7-aef1-c85cb07d9911,Mableton,Cobb County,urban_core,8.91
McDonald's,88475c12-f569-4f11-85a9-711514733069,East Point,Fulton County,urban_core,8.94
Burger King,9340fe85-d1c6-49d1-9662-bb2588136e0d,Forest Park,Clayton County,urban_core,8.96
Wendy's,b9c2aff4-79ab-4adb-ad95-d24dc5064a09,East Point,Fulton County,urban_core,9.08
McDonald's,13f41885-9ae4-4dfc-ba20-2710fb95e52c,Mableton,Cobb County,urban_core,9.09
Taco Bell,ef9ec7ef-c13a-4d25-952d-dc52cb8e5800,East Point,Fulton County,urban_core,9.17
Burger King,fa423a02-91a4-4028-a6b3-6d8eb7f098df,Smyrna,Cobb County,urban_core,9.28
Burger King,6a268f1f-5597-4d73-8fb0-2fb42f2abf0f,Lake City,Clayton County,urban_core,9.49
McDonald's,695fd44f-3b9f-48aa-8f2b-9e1823a1ad68,Lake City,Clayton County,urban_core,9.63
Wendy's,db909e00-c9bc-4049-aa68-5972b0d4b6fc,Ellenwood,DeKalb County,urban_core,9.65
Taco Bell,cf090533-0d7a-4eaf-b080-da6155b0adbc,Ellenwood,DeKalb County,urban_core,9.71
McDonald's,bf71148f-c521-4dbf-952f-f782bb3efda0,Atlanta,Fulton County,urban_core,9.74
Wendy's,77bf9d86-3d80-4417-9dff-527f82c47687,Mableton,Cobb County,urban_core,9.94
Taco Bell,3616cda2-aff9-47aa-afc2-15ff44a984f3,Stone Mountain,DeKalb County,urban_core,9.96
McDonald's,e0cdf5b4-6053-4864-aac6-7f54c37f2846,Decatur,DeKalb County,inner_suburb,10.11
Burger King,88a41080-a1c1-4b32-ba12-397dc38b8e93,Atlanta,Cobb County,inner_suburb,10.14
Taco Bell,efe41389-27d3-4fd2-9cc9-34e16393e9f8,Decatur,DeKalb County,inner_suburb,10.19
Burger King,e6010d3f-28c5-4bb1-92ca-ed8ce2ed4f7d,College Park,Fulton County,inner_suburb,10.31
Wendy's,fc73484a-6f82-42bf-8e68-c15a56ce0001,Decatur,DeKalb County,inner_suburb,10.41
McDonald's,49303cb3-aa99-46b2-9605-40b997200a10,College Park,Fulton County,inner_suburb,10.42
Taco Bell,41bba04c-820b-496e-9789-000518323824,College Park,Fulton County,inner_suburb,10.44
Burger King,a6c62988-f310-49fb-a933-e46ca754f08d,Smyrna,Cobb County,inner_suburb,10.57
Wendy's,f8a8c819-d13f-4043-b006-a6662cdcae8b,Atlanta,Cobb County,inner_suburb,10.59
McDonald's,59ddfd4b-3de6-461b-9562-76d6df59da03,Smyrna,Cobb County,inner_suburb,10.60
Wendy's,71fae213-1428-4c63-bc2c-a9c3f4c6a9c2,Atlanta,Fulton County,inner_suburb,10.63
Taco Bell,772b7c20-9a6c-4939-925a-0db297d82d08,South Fulton,Fulton County,inner_suburb,10.71
McDonald's,68f6a3f3-4779-40a1-85a2-75796080b06d,Ellenwood,DeKalb County,inner_suburb,10.75
Wendy's,b48d6cd9-5865-4587-81a2-423b89c22190,Atlanta,Fulton County,inner_suburb,10.75
McDonald's,064f29b4-91c9-456c-a8b6-d79d1c9db55c,South Fulton,Fulton County,inner_suburb,10.77
Taco Bell,f3095da9-d4fc-4348-a79d-d736f9e291f1,Smyrna,Cobb County,inner_suburb,10.87
McDonald's,c801b2eb-1733-452a-a5f0-279aba75e1ad,Stone Mountain,DeKalb County,inner_suburb,11.04
McDonald's,c740ea53-4bbf-4cbf-89b5-ff9685e1988e,Atlanta,Cobb County,inner_suburb,11.04
McDonald's,e758867b-4095-467f-9fd7-2e1940f83de3,Atlanta,DeKalb County,inner_suburb,11.19
McDonald's,451a045d-0609-4b32-9526-01ac64225cd4,Atlanta,Fulton County,inner_suburb,11.22
McDonald's,39a1943d-548b-4322-9f5b-ce8a837804be,Morrow,Clayton County,inner_suburb,11.34
McDonald's,f0a81c76-ef67-4b5a-8701-b09b36716af1,Chamblee,DeKalb County,inner_suburb,11.37
McDonald's,bd7ac5b7-3c37-47d9-af66-84c18a34fb5e,Marietta,Cobb County,inner_suburb,11.60
Wendy's,5b62e063-c131-4517-8cd6-fa93072305c0,Morrow,Clayton County,inner_suburb,11.68
Taco Bell,c8cd8752-f7de-44bc-9b72-36100fdbb0ad,Morrow,Clayton County,inner_suburb,11.71
Wendy's,5faa0a1d-56b4-45b3-a707-aa3a96ed9226,Chamblee,DeKalb County,inner_suburb,11.73
Burger King,bd85f687-0722-4228-95e5-d57e6948ccbf,Atlanta,Fulton County,inner_suburb,11.78
McDonald's,e553cc9d-29b2-4ae0-b705-30e8d6d88cc9,Stone Mountain,DeKalb County,inner_suburb,11.81
McDonald's,7bb53f66-ad35-4593-90d9-11d3d19dc705,Sandy Springs,Fulton County,inner_suburb,11.81
Burger King,d40f3663-f3cb-4552-b3f7-79a79b457c24,Stone Mountain,DeKalb County,inner_suburb,11.82
Burger King,28b14add-2ae1-44d8-a417-d6dbd404f642,Jonesboro,Clayton County,inner_suburb,11.83
Burger King,4ab04c1e-e76b-457e-9740-529605377ed5,Mableton,Cobb County,inner_suburb,11.87
McDonald's,146fff82-c71a-4446-8489-3da86f379949,Tucker,DeKalb County,inner_suburb,12.04
McDonald's,f6b9945a-9a0f-464f-86d4-563a425692c9,Smyrna,Cobb County,inner_suburb,12.06
McDonald's,38f17bf5-51d7-4268-bbba-ac9c027fab8a,Atlanta,DeKalb County,inner_suburb,12.17
Taco Bell,462b64b3-b3c6-4f16-b6fd-b2294f1cb42f,Ellenwood,DeKalb County,inner_suburb,12.22
McDonald's,a674319a-9abd-42d4-b289-ebc5a8cfa351,Jonesboro,Clayton County,inner_suburb,12.25
Wendy's,6557a874-9e52-44b6-984f-b3b525e3d93f,Mableton,Cobb County,inner_suburb,12.35
Wendy's,021823ba-2e5f-4611-afc5-b7b53d48ae93,Atlanta,DeKalb County,inner_suburb,12.36
McDonald's,80e8bdc2-02ca-4a90-ba63-2293d466c45e,Mableton,Cobb County,inner_suburb,12.38
McDonald's,2b559a05-417b-4e82-a879-1de2a4f2797c,Riverdale,Clayton County,inner_suburb,12.39
Taco Bell,fb46f89c-e4ba-4e7b-b08f-c45578602fe0,Atlanta,DeKalb County,inner_suburb,12.42
Burger King,dce24459-79b0-4f3b-a08e-1975d5941337,Ellenwood,DeKalb County,inner_suburb,12.43
McDonald's,f96e1712-4b4a-4da5-a48a-99bd04927393,Ellenwood,DeKalb County,inner_suburb,12.49
McDonald's,9e8434fb-6648-4487-b987-7c39423b9f7e,Tucker,DeKalb County,inner_suburb,12.50
Wendy's,311d10e2-eddf-49db-bb9e-a8f2368356d3,Riverdale,Clayton County,inner_suburb,12.54
McDonald's,7fbc24b1-2ec9-4283-814d-29d8c4bafcc4,Dunwoody,DeKalb County,inner_suburb,12.62
Taco Bell,e6b19cef-9e34-4849-a8cc-760218683c9a,Riverdale,Clayton County,inner_suburb,12.63
McDonald's,057055c1-2a63-4e5c-9dad-03f714f5b5e7,Dunwoody,DeKalb County,inner_suburb,12.65
Wendy's,571c3f95-f574-4a99-9e79-39c32db37f09,Marietta,Cobb County,inner_suburb,12.71
Taco Bell,7b885ec5-9d14-41e4-a887-2556248e5128,Atlanta,DeKalb County,inner_suburb,12.73
Burger King,6c4ef467-33a3-410f-b396-b20ce8b0664d,Riverdale,Clayton County,inner_suburb,12.74
Burger King,4dc87d21-e674-48e8-8a07-4bcc61edbc7f,Doraville,DeKalb County,inner_suburb,12.75
Burger King,c49ac6ae-eb38-4bf5-8ecd-0691716989a3,Lithia Springs,Douglas County,inner_suburb,12.76
Wendy's,1e70301c-4842-4325-bbd0-c3b117dfb9be,Sandy Springs,DeKalb County,inner_suburb,12.76
Taco Bell,66f0eb58-372d-4c3b-a288-5e391d540f55,Lithia Springs,Douglas County,inner_suburb,12.77
Wendy's,ffe5a457-b430-4737-b408-1a37254bac6c,Atlanta,DeKalb County,inner_suburb,12.79
Burger King,2aa50752-3cf2-43d4-b3ff-326e0f569c83,Dunwoody,DeKalb County,inner_suburb,12.80
Wendy's,30ad3448-35f3-432c-84d6-042053da2f3b,Lithonia,DeKalb County,inner_suburb,12.81
Taco Bell,a17f3bc7-b7e8-4af7-beaa-1fe97abe5c48,Sandy Springs,Fulton County,inner_suburb,12.86
Burger King,750e01bc-a3c3-47f0-b775-a1671edc418a,Lithonia,DeKalb County,inner_suburb,12.87
McDonald's,5ce3822b-96f7-457b-b6b8-788b75a6b7e6,Lithonia,DeKalb County,inner_suburb,12.88
Wendy's,7c43be82-b50c-43fe-8037-31e006ec5d96,Lithonia,DeKalb County,inner_suburb,12.88
McDonald's,9599c2dd-d184-4f96-a44d-120caecfd9c3,Lithia Springs,Douglas County,inner_suburb,12.92
Taco Bell,f4f80795-67b0-4005-aceb-b1d18cf39a5d,Morrow,Clayton County,inner_suburb,12.92
Taco Bell,6f2b9a54-e25f-49c6-9163-bf8f102390b5,Lithonia,DeKalb County,inner_suburb,12.97
McDonald's,d34182bb-944f-49ca-85f8-2c8546fb6389,Doraville,DeKalb County,inner_suburb,13.05
Taco Bell,8b2299b7-abec-4fbc-974b-818bf313c9ef,Marietta,Cobb County,inner_suburb,13.08
McDonald's,c77f16da-a9ba-461f-90e7-bbb3cbe08673,Marietta,Cobb County,inner_suburb,13.21
McDonald's,aa82704d-9c2c-4de7-9a2c-0e163c6ef545,Stone Mountain,DeKalb County,inner_suburb,13.24
Burger King,9272e534-8031-4c5b-b528-0f889d454370,Doraville,DeKalb County,inner_suburb,13.25
Wendy's,53fb63f1-f6b9-4635-96d9-a1091a14eea8,Smyrna,Cobb County,inner_suburb,13.35
Wendy's,cf5a72b2-3d67-44d6-94ed-fd8b65d7363a,Morrow,Clayton County,inner_suburb,13.46
McDonald's,24818726-6901-4baa-9df5-39b735431eaf,Morrow,Clayton County,inner_suburb,13.48
Wendy's,36d45fd1-abf1-4e56-8643-e5ff5fd7a5e0,Morrow,Clayton County,inner_suburb,13.65
Taco Bell,80a29eff-5676-4f35-b10d-ce2164f095ef,Smyrna,Cobb County,inner_suburb,13.72
Burger King,6e1d3cd8-d020-4eaf-a5dc-0775c46976db,Smyrna,Cobb County,inner_suburb,13.75
Wendy's,56249521-e67d-4f62-a952-2882eb2217dc,Lithia Springs,Douglas County,inner_suburb,13.79
McDonald's,bd2fa40c-4e04-4ff9-8dac-a3f27758f318,Norcross,Gwinnett County,inner_suburb,14.14
McDonald's,c1f054b4-bd45-4191-bf21-f615b0e17819,Riverdale,Clayton County,inner_suburb,14.24
Wendy's,9e6bafb0-2375-4254-991b-e827c000af2e,Marietta,Cobb County,inner_suburb,14.30
McDonald's,2d1d5e12-5467-46cb-89df-255b8e5ac134,Austell,Cobb County,inner_suburb,14.31
Wendy's,9d1f877c-1325-44b9-9225-303983e5a139,Fairburn,Fulton County,inner_suburb,14.33
Burger King,378afa19-3135-4490-b873-3074e1cb641b,Marietta,Cobb County,inner_suburb,14.35
Taco Bell,03d6d8b1-3d9b-4e2c-9687-1eb4c16a1ce4,Austell,Cobb County,inner_suburb,14.36
Burger King,04cbb183-c4b6-484d-839c-ae501e05bf48,Peachtree Corners,Gwinnett County,inner_suburb,14.42
McDonald's,db33eff6-f976-474b-8fe8-1ff20bd9fa73,Jonesboro,Clayton County,inner_suburb,14.55
Burger King,e0f97b11-c817-489d-b944-f67578cc806e,Austell,Cobb County,inner_suburb,14.77
McDonald's,2204855f-fc2f-4730-9e6d-53c9b37dc422,Marietta,Cobb County,inner_suburb,14.79
Taco Bell,f6a5e16e-7faa-423b-90b7-168a72b40462,Jonesboro,Clayton County,inner_suburb,15.00
Taco Bell,4e68e63d-b891-4e2c-8a0d-16ce17cd8cc6,Marietta,Cobb County,inner_suburb,15.06
McDonald's,0cbd91d1-658d-4db6-b100-77d84ac3c447,Marietta,Cobb County,inner_suburb,15.10
McDonald's,b7c25edc-8133-40c1-b482-9f3b9544595c,Stockbridge,Henry County,inner_suburb,15.16
McDonald's,63e2a87c-8f89-4737-927b-336151bb881d,Union City,Fulton County,inner_suburb,15.16
Taco Bell,086013b3-a519-47a0-84dd-2d019c956108,Norcross,Gwinnett County,inner_suburb,15.17
Wendy's,341d2568-b11d-40db-8734-b834d2188f3b,Stockbridge,Henry County,inner_suburb,15.18
McDonald's,4a987f2b-b8d5-4deb-a701-2ae44da996a7,Norcross,Gwinnett County,inner_suburb,15.19
Taco Bell,957773a0-1f73-489d-9ea6-baabaac6eb9b,Union City,Fulton County,inner_suburb,15.19
Wendy's,853b0b87-331b-4a38-b956-3081ba467a31,Union City,Fulton County,inner_suburb,15.22
Taco Bell,c3ba8e14-9563-41ee-a5c6-11543b291043,Stockbridge,Henry County,inner_suburb,15.22
Burger King,42657ecc-e969-4684-acd6-84e5577775d1,Union City,Fulton County,inner_suburb,15.23
Burger King,e4dcb88b-e15a-4264-b58f-90a572e44f51,Lithia Springs,Douglas County,inner_suburb,15.29
Burger King,c84cd9c8-36fe-4ee1-9ca6-a9b3d3e7b6a3,Stockbridge,Henry County,inner_suburb,15.34
McDonald's,34f13339-db78-44c0-97a0-683341ab5db7,Stockbridge,Henry County,inner_suburb,15.46
Burger King,bf0c94d7-ce5d-4386-b93f-3beb78f15771,Peachtree Corners,Gwinnett County,inner_suburb,15.50
Wendy's,efc1ee26-3517-44bc-b461-f016c3e66642,Norcross,Gwinnett County,inner_suburb,15.60
Taco Bell,705f8fdf-200b-41cb-90d5-64cbd0b5b756,Marietta,Cobb County,inner_suburb,15.65
Burger King,db3b7080-8835-48c4-b275-45044cb8fa23,Jonesboro,Clayton County,inner_suburb,15.75
Wendy's,7f7d85fd-c9c6-4359-8d59-66e96e0aecbc,Jonesboro,Clayton County,inner_suburb,15.77
McDonald's,f34d0e48-aa6d-4ef4-ae51-d7b0d51d56d9,Jonesboro,Clayton County,inner_suburb,15.78
Burger King,fe13c782-2b21-4b39-8b3a-79fffd878ebc,Marietta,Cobb County,inner_suburb,15.80
McDonald's,bfbd93ef-8338-4554-ae16-d71ddef647e1,Austell,Cobb County,inner_suburb,15.86
Wendy's,bdbdd1bc-7b71-456a-bfc0-a292853e5e83,Marietta,Cobb County,inner_suburb,15.87
Burger King,7d76aa79-ec25-4493-a7ad-2b82580f1b43,Norcross,Gwinnett County,inner_suburb,15.87
McDonald's,11e9b8bc-8ff9-41b5-9a17-d313cb14d3ae,Fairburn,Fulton County,inner_suburb,15.94
Burger King,9e1daf99-a748-478e-9842-786983fbbe72,Lithonia,DeKalb County,inner_suburb,15.95
McDonald's,368908d6-ad45-42a1-80d6-5b41d04381ab,Peachtree Corners,Gwinnett County,inner_suburb,15.98
McDonald's,9f410bbd-de19-4597-a1ad-82a42e509e12,Lithonia,DeKalb County,inner_suburb,15.99
Taco Bell,b6bba880-8226-4391-a8ea-16691c6792f4,Douglasville,Douglas County,inner_suburb,16.12
McDonald's,6783023e-9849-47a1-bc71-e21398d8aebd,Marietta,Cobb County,inner_suburb,16.16
McDonald's,c849cff2-ba36-47ed-87e3-f855391ccb15,Lithia Springs,Douglas County,inner_suburb,16.19
Taco Bell,d3faf135-97a6-43cf-9a9e-cb8be6919272,Marietta,Cobb County,inner_suburb,16.20
Wendy's,f3a63b9b-2d8f-44c4-8fde-3b104b0cce5d,Lithia Springs,Douglas County,inner_suburb,16.21
Wendy's,8b90ee09-224a-4d9b-a255-05b5bee1f94d,Stone Mountain,DeKalb County,inner_suburb,16.25
Taco Bell,57386ae5-94b1-4e32-a353-a5e93f54b4a4,Marietta,Cobb County,inner_suburb,16.30
Wendy's,59029ea1-6ed5-4e7d-9448-17477258bb4a,Marietta,Cobb County,inner_suburb,16.40
Wendy's,8c43a4f9-8111-4a79-9908-cd59790fa2ed,Atlanta,Fulton County,inner_suburb,16.48
Wendy's,ffc3e7c0-98c8-4e3a-9333-42710df7826f,Marietta,Cobb County,inner_suburb,16.48
McDonald's,55af14e2-4c42-47d6-b617-3a1549296c61,Marietta,Cobb County,inner_suburb,16.51
Burger King,5f8d6bd6-6b64-4c45-bafd-28aa2c9b5880,Stone Mountain,DeKalb County,inner_suburb,16.61
McDonald's,55ca0ab5-2a9c-4f09-810d-2ef092803cd8,Stone Mountain,DeKalb County,inner_suburb,16.64
McDonald's,4194d80d-9578-4b54-951d-da7747d553fe,Stone Mountain,DeKalb County,inner_suburb,16.73
Wendy's,37c7bc56-2894-4347-b52d-798edaeca9f3,Marietta,Cobb County,inner_suburb,16.76
Taco Bell,996fdb51-ffde-4d80-802b-ea9d6342e909,Stone Mountain,DeKalb County,inner_suburb,16.90
McDonald's,4ba11e69-7c40-4222-93cf-d9dea77b725c,Sandy Springs,Fulton County,inner_suburb,17.11
McDonald's,ecfbd239-6c1c-4131-8ab5-0f2085058684,Norcross,Gwinnett County,inner_suburb,17.12
Taco Bell,a83dbb0b-7067-4c2a-b5cc-1b7fd04bcdfa,Lithonia,DeKalb County,inner_suburb,17.19
Burger King,3ace1e9c-4eae-4aef-a939-4c0f390a7e71,Norcross,Gwinnett County,inner_suburb,17.27
McDonald's,b26bae9a-4944-4c0a-8e96-e1bd868895fa,Norcross,Gwinnett County,inner_suburb,17.29
Taco Bell,09766ade-b7cb-4835-b770-e561799ef8a6,Norcross,Gwinnett County,inner_suburb,17.32
Wendy's,21893a19-5c4d-4463-a0bf-e55771f52cb9,Norcross,Gwinnett County,inner_suburb,17.40
Burger King,d3b2e4f6-f1c1-4eda-a9e3-e2f1a58f1049,Lilburn,Gwinnett County,inner_suburb,17.58
McDonald's,66eb1296-2a95-44fa-a06f-253615dedfcd,Lithonia,DeKalb County,inner_suburb,17.60
McDonald's,f1ae44a0-a2fc-42dc-874a-ceee4ecbab6f,Marietta,Cobb County,inner_suburb,17.70
McDonald's,28791592-ebd4-4cfd-bae8-b7dde526101c,Alpharetta,Fulton County,inner_suburb,17.86
McDonald's,54b55e15-2a92-443c-bb33-eab64172983f,Fairburn,Fulton County,inner_suburb,17.88
Wendy's,abd484ab-4dce-498d-979b-a4828741297a,Fairburn,Fulton County,inner_suburb,17.94
McDonald's,84dc6dfd-c182-4018-9728-43e53ccf3fd2,Powder Springs,Cobb County,inner_suburb,17.95
Burger King,4627ef24-e2f6-4009-846e-9dfe2044f097,Norcross,Gwinnett County,inner_suburb,17.98
Taco Bell,81ae5518-ea2b-4a0e-b81c-11729ca152db,Powder Springs,Cobb County,inner_suburb,17.99
Wendy's,f2e2eb07-8d8a-4ffa-a494-ffcfa56dd45c,Peachtree Corners,Gwinnett County,inner_suburb,18.05
Taco Bell,b7e1abf6-7666-42ff-a984-0a8ecf45d0fa,Fairburn,Fulton County,inner_suburb,18.06
Taco Bell,6ef6ee02-56ce-41b6-a686-70e6cfc37027,Peachtree Corners,Gwinnett County,inner_suburb,18.12
Wendy's,bffd501d-4cd7-474f-9c91-03f7874cb922,Powder Springs,Cobb County,inner_suburb,18.18
Wendy's,c8123811-381b-4fa5-af43-00e3cae334bd,Lilburn,Gwinnett County,inner_suburb,18.56
Burger King,d4377fa8-fa1c-469c-9e27-338e798e0128,Marietta,Cobb County,inner_suburb,18.74
Wendy's,2936b851-e5b0-4a05-af9c-7dc51d16e6a7,Fayetteville,Fayette County,inner_suburb,18.77
