target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:8205717354,,,,Aberdeen,SD,,45.4654054,-98.4844820,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_food_service_anchor
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:5590345774,Jimmy John's,,,Aberdeen,SD,,45.4594103,-98.4742563,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2571214133,Jimmy's Pizza,,,Aberdeen,SD,,45.4597330,-98.4628726,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:1076106595,Krave,,,Aberdeen,SD,,45.4446115,-98.4877266,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:250737252,Little Caesars,,,Aberdeen,SD,,45.4595218,-98.4588577,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:8753150079,Market on the PLaza,,,Aberdeen,SD,,45.4600512,-98.4886669,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2556621749,Marlin's Family Restaurant,,,Aberdeen,SD,,45.4588898,-98.5166680,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:9860970151,Mazatlan,,,Aberdeen,SD,,45.4649425,-98.4890916,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:158919398,McDonald's,,,Aberdeen,SD,,45.4699319,-98.4916968,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:250737241,McDonald's,,,Aberdeen,SD,,45.4597752,-98.4638098,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2560935631,Millstone Family Restaurant,,,Aberdeen,SD,,45.4589691,-98.4569103,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2556757131,Minerva's,,,Aberdeen,SD,,45.4745556,-98.5086696,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2550285751,Palm Garden Cafe & Chocolate Shop,,,Aberdeen,SD,,45.4588824,-98.4926571,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2569254732,Papa Murphy's,,,Aberdeen,SD,,45.4596125,-98.4694325,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:563125860,Pizza Hut,,,Aberdeen,SD,,45.4592551,-98.4798583,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2560785512,Pizza Ranch,,,Aberdeen,SD,,45.4588711,-98.4726912,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:250737295,Pounders,,,Aberdeen,SD,,45.4589009,-98.4627744,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:640301428,Red Rooster Coffee,,,Aberdeen,SD,,45.4625065,-98.4884650,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:5820595596,Roma Ristorante Italiano,,,Aberdeen,SD,,45.4638772,-98.4883509,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:5820595595,Sammy's,,,Aberdeen,SD,,45.4626507,-98.4884544,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2559420509,Smokin' BBQ,,,Aberdeen,SD,,45.4592565,-98.4934767,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2550285752,Subway,,,Aberdeen,SD,,45.4593927,-98.4848853,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2571214129,Subway,,,Aberdeen,SD,,45.4594921,-98.4598817,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:6431823248,Subway,,,Aberdeen,SD,,45.4733225,-98.4585090,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2569254738,Sunrise Donut,,,Aberdeen,SD,,45.4594737,-98.4728215,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:250699763,Taco John's,,,Aberdeen,SD,,45.4589857,-98.4554446,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:1096783653,Thai and Burmese Deli,,,Aberdeen,SD,,45.4668946,-98.4868683,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:2559429541,Thatzza Pizza!,,,Aberdeen,SD,,45.4595049,-98.4892656,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:249318669,The Daily Grind,,,Aberdeen,SD,,45.4588083,-98.4890236,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:565102600,The Flame,,,Aberdeen,SD,,45.4649510,-98.4885643,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:8905193495,The Junction,,,Aberdeen,SD,,45.4593844,-98.4847668,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:8905215069,Three22,,,Aberdeen,SD,,45.4613395,-98.4883165,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-aberdeen-d465535319,Aberdeen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:250737288,Wendy's,,,Aberdeen,SD,,45.4588511,-98.4598207,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-sd-alpena-a0ee450c87,Alpena post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:1311846612,Red Hog Saloon,,,Alpena,SD,,44.1838321,-98.3703430,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
