facility_id,facility_name,city,state,review_status,semantic_review_status,semantic_review_reason
osm:way:290102929,40th Avenue Post Office,40th Avenue,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10902844478,Abbeville Post Office,Abbeville,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:533486849,Amory Post Office,Amory,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1157930618,Anguilla Post Office,Anguilla,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1452088224,Arcola Post Office,Arcola,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:11394182887,Arkabutla Post Office,Arkabutla,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:577203869,Avon Post Office,Avon,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:914184325,Beaumont Post Office,Beaumont,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10891125927,Becker Post Office,Becker,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:226105690,Belden Post Office,Belden,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998067,Bellefontaine Post Office,Bellefontaine,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10891675665,Belmont Post Office,Belmont,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1524770147,Benoit Post Office,Benoit,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:13759378101,Bentonia Post Office,Bentonia,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998065,Bigbee Valley Post Office,Bigbee Valley,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:165921271,Biloxi Post Office,Biloxi,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:11027093710,Bogue Chitto Post Office,Bogue Chitto,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998094,Bolton Post Office,Bolton,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10881872886,Bruce Post Office,Bruce,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1483923728,Byhalia Post Office,Byhalia,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10887329012,Caledonia Post Office,Caledonia,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10884306491,Calhoun City Post Office,Calhoun City,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1111233136,Carrollton Post Office,Carrollton,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1471970864,Carthage Post Office,Carthage,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1485537915,Charleston Post Office,Charleston,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998020,Church Hill Post Office,Church Hill,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998113,Clarksdale Post Office,Clarksdale,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1268726421,Cleveland Post Office,Cleveland,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1390991568,Clinton Post Office,Clinton,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1308913536,Coahoma Post Office,Coahoma,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10881872371,Coffeeville Post Office,Coffeeville,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:491966823,Corinth Post Office,Corinth,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998077,Crawford Post Office,Crawford,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998053,Crossroads Post Office,Crossroads,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:13930054901,Crowder Post Office,Crowder,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:11047129355,Darling Post Office,Darling,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998049,Delta City Post Office,Delta City,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1469204908,Delta Station Post Office,Delta Station,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10891675680,Dennis Post Office,Dennis,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10884306493,Derma Post Office,Derma,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:286473859,Doddsville,Doddsville,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:9763457379,Downtown Tupelo Post Office,Downtown Tupelo,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:11893485136,Drew Post Office,Drew,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:11111479073,Enid Post Office,Enid,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:680445956,Enterprise Post Office,Enterprise,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10879170412,Ethel Post Office,Ethel,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10884331174,Eupora Post Office,Eupora,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:5421482484,Falkner Post Office,Falkner,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:6042744663,FedEx,FedEx,MS,packet_ready,private_shipping_semantic_gate,private_shipping_facility_label
