target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
wa-min-postal-bingen,Bingen minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7708219187,Ayutulense,,,Bingen,WA,,45.7145549,-121.465427,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:922758174,Kettle Pub & Grub,,480 Meyers Street,Kettle Falls,WA,,48.6090918,-118.0566096,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:863660117,Little Gallea Restaurant,,345 West 3rd Avenue,Kettle Falls,WA,,48.6104415,-118.0598075,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:863660115,Northern Ales Inc,,325 West 3rd Avenue,Kettle Falls,WA,,48.6099174,-118.059888,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:2690509335,Sandy's Drive in,,1045 Highway 395,Kettle Falls,WA,,48.6098037,-118.089989,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:922758168,Westside Pizza,,575 Meyers Street,Kettle Falls,WA,,48.6079808,-118.0557399,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:9791429277,COA Mexican Eatery,,623 Morris Street,La Conner,WA,,48.3923591,-122.4890599,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:1433608142,Calico Cupboard Cafe and Bakery,,720 1st Street,La Conner,WA,98257,48.3892227,-122.498519,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:5599312206,La Conner Seafood and Prime Rib House,,614 South First Street,La Conner,WA,98257,48.3900895,-122.4977257,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:585980041,La Conner Thai Garden,,508 Morris Street,La Conner,WA,98257,48.3920494,-122.4915207,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:5599319251,Moltobellow Ristorante,,513 South First Street,La Conner,WA,98257,48.3906102,-122.4969012,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:244000628,Nell Thorn Waterfront Bistro & Bar,,116 First Street,La Conner,WA,98257,48.3917299,-122.4967151,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:4852136053,Oyster & Thistle,,205 Washington Street,La Conner,WA,98257,48.3912945,-122.495127,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:4852136055,Santo Coyote Mexican Kitchen,,201 Morris Street,La Conner,WA,98257,48.3923379,-122.4947841,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:582484256,The Firehall,La Conner Brewing,402 Morris Street,La Conner,WA,98257,48.3920129,-122.4925969,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:5599302267,The La Conner Tavern,,702 South First Street,La Conner,WA,98257,48.3896909,-122.498094,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:10691921882,The Wayfinder Cafe,,110 North First Street,La Conner,WA,98257,48.3926711,-122.4956759,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-loon-lake,Loon Lake minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:881513209,Lakehouse Bar and Grill,,,Loon Lake,WA,,48.0619782,-117.6335782,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-loon-lake,Loon Lake minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:881513208,Loon Lake Saloon & Grill,,,Loon Lake,WA,,48.0619253,-117.6328781,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:3795328471,Bucky's,,,Lopez Island,WA,,48.5232566,-122.914262,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:3795328481,Haven Kitchen & Bar,,9 Old Post Road,Lopez Island,WA,98261,48.5238446,-122.9156353,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:6744982161,Setsunai,,45 Eads Lane,Lopez Island,WA,98261,48.5242866,-122.91333,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:281972241,The Galley,,,Lopez Island,WA,,48.5068342,-122.9154879,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:295310812,The Islander,,,Lopez Island,WA,,48.5133785,-122.9133709,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:3795328479,Ursa Minor,,210 Lopez Road,Lopez Island,WA,98261,48.5235284,-122.9136827,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:3795328470,Vita's Wildly Delicious,,,Lopez Island,WA,,48.5240667,-122.9126447,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:3795328468,Vortex Juice Bar and Cafe,,135 Lopez Road,Lopez Island,WA,,48.5226544,-122.9130095,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
