target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349581014,Ada Post Office,,,Ada,MN,,47.3002778,-96.5169444,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:2828173081,Anoka Post Office,,,Anoka,MN,,45.2001950,-93.3777921,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:35860924,Apple Valley Post Office,,,Apple Valley,MN,,44.7278469,-93.2120821,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349567313,Appleton Post Office,,,Appleton,MN,,45.2016926,-96.0182904,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349566899,Arlington Post Office,,,Arlington,MN,,44.6069444,-94.0794444,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349575788,Ashby Post Office,,,Ashby,MN,,46.0930556,-95.8172222,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349578653,Askov Post Office,,,Askov,MN,,46.1900000,-92.7805556,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349573454,Atwater Post Office,,,Atwater,MN,,45.1376782,-94.7808216,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1428433194,Audubon Post Office,,,Audubon,MN,,46.8606177,-95.9816341,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349590513,Aurora Post Office,,,Aurora,MN,,47.5291913,-92.2365729,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349563516,Avoca Post Office,,,Avoca,MN,,43.9488524,-95.6455648,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349590761,Babbitt Post Office,,,Babbitt,MN,,47.7130311,-91.9462111,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349579406,Backus Post Office,,,Backus,MN,,46.8203950,-94.5165903,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349590346,Badger Post Office,,,Badger,MN,,48.7829162,-96.0142563,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349581926,Baker Post Office,,,Baker,MN,,46.7130556,-96.5516667,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349566484,Balaton Post Office,,,Balaton,MN,,44.2338727,-95.8719322,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1491274671,Barnesville Post Office,,,Barnesville,MN,,46.6518248,-96.4196929,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349575870,Barrett Post Office,,,Barrett,MN,,45.9112944,-95.8907807,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1469318796,Barwick Canada Post,,,Barwick Canada Post,MN,,48.6440733,-93.9845589,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:5757927926,Barwick cnr crew transfere,,,Barwick cnr crew transfere,MN,,48.6405568,-93.9135901,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1227628297,Bayport Postal Service,,,Bayport Postal Service,MN,,45.0178294,-92.7792685,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:6326665843,Bear Creek Post Office,,,Bear Creek,MN,,44.0078435,-92.4386070,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349574475,Beardsley Post Office,,,Beardsley,MN,,45.5591667,-96.7116667,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349562830,Beaver Creek Post Office,,,Beaver Creek,MN,,43.6143167,-96.3634403,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349579385,Becker Post Office,,,Becker,MN,,45.3898262,-93.8709530,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349580907,Bejou Post Office,,,Bejou,MN,,47.4425611,-95.9743810,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349573229,Belgrade Post Office,,,Belgrade,MN,,45.4530556,-95.0041667,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349581294,Belle Plaine Post Office,,,Belle Plaine,MN,,44.6221435,-93.7687234,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349570667,Bellingham Post Office,,,Bellingham,MN,,45.1362377,-96.2842375,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:612774533,Beltrami Post Office,,,Beltrami,MN,,47.5428306,-96.5302361,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349566229,Belview Post Office,,,Belview,MN,,44.6052778,-95.3291667,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349567405,Benson Post Office,,,Benson,MN,,45.3162083,-95.6006606,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349578234,Bertha Post Office,,,Bertha,MN,,46.2666667,-95.0658333,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1370076234,Bethel Post Office,,,Bethel,MN,,45.4038604,-93.2670097,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:222206241,Big Lake Post Office,,,Big Lake,MN,,45.3332016,-93.7376903,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349562714,Bigelow Post Office,,,Bigelow,MN,,43.5052446,-95.6900573,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:887352071,Bigfork Post Office,,,Bigfork,MN,,47.7453134,-93.6533794,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349564372,Bingham Post Office,,,Bingham,MN,,43.9066239,-95.0463791,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349568112,Bird Island Post Office,,,Bird Island,MN,,44.7660311,-94.8952533,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349590697,Biwabik Post Office,,,Biwabik,MN,,47.5330556,-92.3400000,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349564753,Bixby Post Office,,,Bixby,MN,,43.9444073,-93.0971464,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1502080087,Blomkest Post Office,,,Blomkest,MN,,44.9424704,-95.0230833,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349564717,Blooming Prairie Post Office,,,Blooming Prairie,MN,,43.8645416,-93.0499331,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349563003,Blue Earth Post Office,,,Blue Earth,MN,,43.6395042,-94.1022370,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:13962917901,Bock Post Office,,,Bock,MN,,45.7855323,-93.5529427,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1204679717,Bovey Post Office,,,Bovey,MN,,47.2952722,-93.4149737,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1347137368,Bowlus Post Office,,,Bowlus,MN,,45.8221858,-94.4050510,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1510290160,Boyd Post Office,,,Boyd,MN,,44.8514443,-95.9029595,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349579912,Bradbury Post Office,,,Bradbury,MN,,46.6666667,-95.8555556,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349579271,Braham Post Office,,,Braham,MN,,45.7236111,-93.1716667,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349580100,Brainerd Post Office,,,Brainerd,MN,,46.3554218,-94.2026137,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:369602049,Breckenridge Post Office,,,Breckenridge,MN,,46.2654376,-96.5875887,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349562745,Brewster Post Office,,,Brewster,MN,,43.6981307,-95.4687667,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349562930,Bricelyn Post Office,,,Bricelyn,MN,,43.5624543,-93.8116153,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349591407,Brimson Post Office,,,Brimson,MN,,47.2762854,-91.8664537,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349583679,Brooks Post Office,,,Brooks,MN,,47.8146830,-96.0025738,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349591129,Brookston Post Office,,,Brookston,MN,,46.8677778,-92.6086111,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349573221,Brooten Post Office,,,Brooten,MN,,45.5011111,-95.1241667,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:567191090,Browerville Post Office,,,Browerville,MN,,46.0844216,-94.8668361,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349572560,Browns Valley Post Office,,,Browns Valley,MN,,45.5954584,-96.8331420,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349563893,Brownsdale Post Office,,,Brownsdale,MN,,43.7402404,-92.8693543,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349563936,Brownsville Post Office,,,Brownsville,MN,,43.6941356,-91.2798571,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349566775,Brownton Post Office,,,Brownton,MN,,44.7319487,-94.3517820,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
mn-geofabrik-post-office-seed,MN Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:349578680,Bruno Post Office,,,Bruno,MN,,46.2791667,-92.6641667,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
