target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
national-post-office-nm-9-to-5-print-07a5e09290,9 to 5 Print post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:6629583469,,,,9 to 5 Print,NM,,36.3663395,-105.5993734,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:676698332,,,,ABQ Montano Annex,NM,,35.1266225,-106.6043264,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:676698386,,,,ABQ Montano Annex,NM,,35.1266688,-106.6043185,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:739161584,,,,ABQ Montano Annex,NM,,35.1061864,-106.6519661,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:740061314,,,,ABQ Montano Annex,NM,,35.1528445,-106.6314439,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:693915894,Carl Mart,,,ABQ Montano Annex,NM,,35.1016771,-106.6037879,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1375501596,Chevron,,,ABQ Montano Annex,NM,,35.1169936,-106.6339949,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:7125928201,Circle K,,,ABQ Montano Annex,NM,,35.1553754,-106.5929414,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:171584107,Circle K,,,ABQ Montano Annex,NM,,35.1015338,-106.6047279,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:842753821,Circle K,,,ABQ Montano Annex,NM,,35.1343904,-106.6136054,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:879090375,Circle K,,,ABQ Montano Annex,NM,,35.1389899,-106.5870361,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:880250995,Circle K,,,ABQ Montano Annex,NM,,35.1097775,-106.6234520,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9026936223,Curly's Quick Stop,,,ABQ Montano Annex,NM,,35.1318525,-106.6076414,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:4999529023,Downtown Liquor and Food Mart,,,ABQ Montano Annex,NM,,35.1031040,-106.6478573,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:3864265690,Four Winds Travel Center,,,ABQ Montano Annex,NM,,35.1093237,-106.6590884,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:226327459,Love's,,,ABQ Montano Annex,NM,,35.1072539,-106.6489379,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1135589551,Maverik,,,ABQ Montano Annex,NM,,35.1097919,-106.6243284,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:740060919,Maverik,,,ABQ Montano Annex,NM,,35.1233133,-106.6205670,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:829244502,Maverik,,,ABQ Montano Annex,NM,,35.1402920,-106.5947929,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:881340248,Maverik,,,ABQ Montano Annex,NM,,35.1316916,-106.6048366,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:972105766,Shell,,,ABQ Montano Annex,NM,,35.1095667,-106.6207123,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:2075553583,Speedway,,,ABQ Montano Annex,NM,,35.1031189,-106.6703454,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9022350852,Speedway,,,ABQ Montano Annex,NM,,35.1058120,-106.5884817,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9026936228,Speedway,,,ABQ Montano Annex,NM,,35.1311623,-106.6079331,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9026943245,Speedway,,,ABQ Montano Annex,NM,,35.1194147,-106.6409155,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9027294652,Speedway,,,ABQ Montano Annex,NM,,35.1480538,-106.6387696,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:975388862,Speedway,,,ABQ Montano Annex,NM,,35.1511127,-106.5871851,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-abq-montano-annex-9cf889132d,ABQ Montano Annex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:13880128375,Valero,,,ABQ Montano Annex,NM,,35.1566542,-106.5940046,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:1850208240,,,,Academy,NM,,35.1403238,-106.5517177,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:183754401,,,,Academy,NM,,35.1314626,-106.5870480,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:676698332,,,,Academy,NM,,35.1266225,-106.6043264,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:676698386,,,,Academy,NM,,35.1266688,-106.6043185,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:1849422602,7-Eleven,,,Academy,NM,,35.1601790,-106.5772646,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:1892621223,7-Eleven,,,Academy,NM,,35.1313772,-106.5600823,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:8893055036,Alquds Grocery,,,Academy,NM,,35.1318965,-106.5781364,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:8893298837,Casa Blanca market,,,Academy,NM,,35.1318964,-106.5787369,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:7139780998,Chevron,,,Academy,NM,,35.1303402,-106.5692884,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:2399974288,Circle K,,,Academy,NM,,35.1301490,-106.5682799,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:7125928201,Circle K,,,Academy,NM,,35.1553754,-106.5929414,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:7592306032,Circle K,,,Academy,NM,,35.1754944,-106.5926581,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1171248256,Circle K,,,Academy,NM,,35.1604985,-106.5693206,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:174038818,Circle K,,,Academy,NM,,35.1592892,-106.5575318,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:174329190,Circle K,,,Academy,NM,,35.1403278,-106.5517218,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:236310852,Circle K,,,Academy,NM,,35.1314013,-106.5315462,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:842753821,Circle K,,,Academy,NM,,35.1343904,-106.6136054,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:879090375,Circle K,,,Academy,NM,,35.1389899,-106.5870361,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:914233404,Circle K,,,Academy,NM,,35.1855309,-106.5840442,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9026936223,Curly's Quick Stop,,,Academy,NM,,35.1318525,-106.6076414,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:13610329453,Eddie's Market,,,Academy,NM,,35.1682348,-106.5683586,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:829244502,Maverik,,,Academy,NM,,35.1402920,-106.5947929,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:881340248,Maverik,,,Academy,NM,,35.1316916,-106.6048366,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:12696343582,Murphy USA,,,Academy,NM,,35.1888269,-106.6144817,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9024084215,Speedway,,,Academy,NM,,35.1455080,-106.5798400,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9026936228,Speedway,,,Academy,NM,,35.1311623,-106.6079331,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:195116542,Speedway,,,Academy,NM,,35.1311808,-106.5503943,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:308821306,Speedway,,,Academy,NM,,35.1454713,-106.5858369,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:975388862,Speedway,,,Academy,NM,,35.1511127,-106.5871851,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:13880128375,Valero,,,Academy,NM,,35.1566542,-106.5940046,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-academy-9db4ff3c07,Academy post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:261475650,Valero,,,Academy,NM,,35.1876625,-106.6137187,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-alamogordo-9f67bfb127,Alamogordo post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:480605227,,,,Alamogordo,NM,,32.9158811,-105.9299996,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-nm-alamogordo-9f67bfb127,Alamogordo post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:220088824,Allsup's,,,Alamogordo,NM,,32.9159393,-105.9612690,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-alamogordo-9f67bfb127,Alamogordo post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:220530089,Allsup's,,,Alamogordo,NM,,32.8981461,-105.9295271,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-alamogordo-9f67bfb127,Alamogordo post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:220184014,Allsups,,,Alamogordo,NM,,32.9147067,-105.9463531,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-alamogordo-9f67bfb127,Alamogordo post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:10707044612,Allsup’s,,,Alamogordo,NM,,32.8683902,-105.9794943,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-alamogordo-9f67bfb127,Alamogordo post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1025013188,Circle K,,,Alamogordo,NM,,32.8996173,-105.9408366,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-nm-alamogordo-9f67bfb127,Alamogordo post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:220277433,Giant,,,Alamogordo,NM,,32.8897978,-105.9530612,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
