target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
national-post-office-ca-brea-9b0f8ac2e0,Brea post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11812807727,,,,Brea,CA,,33.9184312,-117.8650102,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-brea-9b0f8ac2e0,Brea post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:1847715003,ampm,,,Brea,CA,,33.9103814,-117.8805438,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-brea-9b0f8ac2e0,Brea post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:209299294,ampm,,,Brea,CA,,33.8874659,-117.8655597,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1417444751,,,,Cerritos,CA,,33.8441627,-118.0012023,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:364433304,,,,Cerritos,CA,,33.8582579,-118.0370026,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:388577327,,,,Cerritos,CA,,33.8584268,-118.0281406,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441373315,,,,Cerritos,CA,,33.8321889,-118.0875031,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:449984247,,,,Cerritos,CA,,33.8723128,-118.0826353,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:449984268,,,,Cerritos,CA,,33.8722291,-118.0826040,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:450010625,,,,Cerritos,CA,,33.8736267,-118.0644823,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:13819604307,7-Eleven,,,Cerritos,CA,,33.8393205,-118.0454311,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5432488353,7-Eleven,,,Cerritos,CA,,33.8584199,-118.0388045,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5439038469,7-Eleven,,,Cerritos,CA,,33.8726851,-118.0723300,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9769550082,7-Eleven,,,Cerritos,CA,,33.8951884,-118.0830718,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1013762458,7-Eleven,,,Cerritos,CA,,33.8399823,-118.0027559,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:563747844,7-Eleven,,,Cerritos,CA,,33.8582910,-118.0716843,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:449917560,ExtraMile,,,Cerritos,CA,,33.8582911,-118.0467157,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5265371465,Popcorn Boardwalk,,,Cerritos,CA,,33.8449516,-118.0019067,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:405805118,Popcorn Calico Mine,,,Cerritos,CA,,33.8441864,-118.0007881,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:7841508186,Pretzels Boardwalk,,,Cerritos,CA,,33.8458324,-118.0016599,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-cerritos-b95822128c,Cerritos post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11156567119,ampm,,,Cerritos,CA,,33.8885614,-118.0284403,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11967670254,,,,East Long Beach Station Long Beach,CA,,33.7824118,-118.1992072,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5640760622,,,,East Long Beach Station Long Beach,CA,,33.7964048,-118.1248633,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5640829529,,,,East Long Beach Station Long Beach,CA,,33.7822349,-118.1520753,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5640830059,,,,East Long Beach Station Long Beach,CA,,33.7824703,-118.1588204,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5640831222,,,,East Long Beach Station Long Beach,CA,,33.7829145,-118.1429429,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5640836024,,,,East Long Beach Station Long Beach,CA,,33.7790733,-118.1673601,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9694274419,,,,East Long Beach Station Long Beach,CA,,33.7642036,-118.1941317,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9694274420,,,,East Long Beach Station Long Beach,CA,,33.7641930,-118.1940560,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9694274421,,,,East Long Beach Station Long Beach,CA,,33.7641962,-118.1939697,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9694274422,,,,East Long Beach Station Long Beach,CA,,33.7642546,-118.1939942,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9694274423,,,,East Long Beach Station Long Beach,CA,,33.7642536,-118.1940799,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9694274499,,,,East Long Beach Station Long Beach,CA,,33.7646417,-118.1941770,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9694274500,,,,East Long Beach Station Long Beach,CA,,33.7646866,-118.1940819,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9694274501,,,,East Long Beach Station Long Beach,CA,,33.7646816,-118.1939789,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9694274502,,,,East Long Beach Station Long Beach,CA,,33.7644814,-118.1938271,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9694274503,,,,East Long Beach Station Long Beach,CA,,33.7644908,-118.1937451,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:306210637,,,,East Long Beach Station Long Beach,CA,,33.7941302,-118.1258077,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:415433373,,,,East Long Beach Station Long Beach,CA,,33.7759017,-118.1520466,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441044734,,,,East Long Beach Station Long Beach,CA,,33.7849694,-118.1679048,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441044919,,,,East Long Beach Station Long Beach,CA,,33.7850772,-118.1679074,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441050874,,,,East Long Beach Station Long Beach,CA,,33.7828580,-118.1802706,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441050902,,,,East Long Beach Station Long Beach,CA,,33.7828162,-118.1803787,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441061819,,,,East Long Beach Station Long Beach,CA,,33.7850276,-118.1853763,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441067378,,,,East Long Beach Station Long Beach,CA,,33.7873967,-118.1897490,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441266414,,,,East Long Beach Station Long Beach,CA,,33.7756563,-118.1499438,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441284700,,,,East Long Beach Station Long Beach,CA,,33.7822152,-118.1598023,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441286960,,,,East Long Beach Station Long Beach,CA,,33.7895569,-118.1961123,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441315790,,,,East Long Beach Station Long Beach,CA,,33.7607968,-118.1366868,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:441316083,,,,East Long Beach Station Long Beach,CA,,33.7606819,-118.1366209,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:4107564333,7 Days Mart,,,East Long Beach Station Long Beach,CA,,33.7750018,-118.1765467,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11988960510,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.7897079,-118.1802474,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11989023351,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.7829575,-118.1774655,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11989072083,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.7824630,-118.1847515,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11992857161,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.7719917,-118.1853474,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:13676562076,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.7691622,-118.1922333,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:13676631058,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.8119777,-118.1672699,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:4696753291,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.7791497,-118.1887700,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:4696794596,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.8046338,-118.1933120,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5636336122,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.7840995,-118.1338470,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5640828152,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.7811754,-118.1522460,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-east-long-beach-station-long-beach-5907f23385,East Long Beach Station Long Beach post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5674108519,7-Eleven,,,East Long Beach Station Long Beach,CA,,33.7829809,-118.1420045,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T01:28:21Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
