target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:290102929,40th Avenue Post Office,,,40th Avenue,MS,,31.3218985,-89.3470045,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10891675665,Belmont Post Office,,,Belmont,MS,,34.5082912,-88.2082498,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1524770147,Benoit Post Office,,,Benoit,MS,,33.6522374,-91.0098542,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:13759378101,Bentonia Post Office,,,Bentonia,MS,,32.6414187,-90.3667971,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998065,Bigbee Valley Post Office,,,Bigbee Valley,MS,,33.2479006,-88.3500367,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:165921271,Biloxi Post Office,,,Biloxi,MS,,30.3951674,-88.8859602,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:11027093710,Bogue Chitto Post Office,,,Bogue Chitto,MS,,31.4395909,-90.4548439,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998094,Bolton Post Office,,,Bolton,MS,,32.3492393,-90.4615007,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10881872886,Bruce Post Office,,,Bruce,MS,,33.9943002,-89.3475787,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1483923728,Byhalia Post Office,,,Byhalia,MS,,34.8724846,-89.6890376,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10887329012,Caledonia Post Office,,,Caledonia,MS,,33.6827521,-88.3260660,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10884306491,Calhoun City Post Office,,,Calhoun City,MS,,33.8567198,-89.3116203,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1111233136,Carrollton Post Office,,,Carrollton,MS,,33.5079021,-89.9201970,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1471970864,Carthage Post Office,,,Carthage,MS,,32.7378764,-89.5348193,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1485537915,Charleston Post Office,,,Charleston,MS,,34.0077825,-90.0579326,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998020,Church Hill Post Office,,,Church Hill,MS,,31.7159979,-91.2384438,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998113,Clarksdale Post Office,,,Clarksdale,MS,,34.2026086,-90.5706546,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1268726421,Cleveland Post Office,,,Cleveland,MS,,33.7427889,-90.7192915,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1390991568,Clinton Post Office,,,Clinton,MS,,32.3415319,-90.3291544,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1308913536,Coahoma Post Office,,,Coahoma,MS,,34.3690609,-90.5219181,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10881872371,Coffeeville Post Office,,,Coffeeville,MS,,33.9736128,-89.6742662,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:491966823,Corinth Post Office,,,Corinth,MS,,34.9339916,-88.5151956,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998077,Crawford Post Office,,,Crawford,MS,,33.3023454,-88.6194911,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998053,Crossroads Post Office,,,Crossroads,MS,,33.4001164,-91.0278835,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:13930054901,Crowder Post Office,,,Crowder,MS,,34.1733370,-90.1363050,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:11047129355,Darling Post Office,,,Darling,MS,,34.3594556,-90.2719012,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998049,Delta City Post Office,,,Delta City,MS,,33.0740134,-90.7939870,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1469204908,Delta Station Post Office,,,Delta Station,MS,,32.3330202,-90.1957536,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10891675680,Dennis Post Office,,,Dennis,MS,,34.5582414,-88.2265099,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10884306493,Derma Post Office,,,Derma,MS,,33.8543498,-89.2832662,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:286473859,Doddsville,,,Doddsville,MS,,33.6573128,-90.5250419,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:9763457379,Downtown Tupelo Post Office,,,Downtown Tupelo,MS,,34.2576155,-88.7087727,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:11893485136,Drew Post Office,,,Drew,MS,,33.8123221,-90.5294870,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:11111479073,Enid Post Office,,,Enid,MS,,34.1300432,-89.9131340,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:680445956,Enterprise Post Office,,,Enterprise,MS,,32.1747396,-88.8298002,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10879170412,Ethel Post Office,,,Ethel,MS,,33.1207491,-89.4657697,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10884331174,Eupora Post Office,,,Eupora,MS,,33.5423837,-89.2688785,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:5421482484,Falkner Post Office,,,Falkner,MS,,34.8448394,-88.9349882,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:6042744663,FedEx,,,FedEx,MS,,30.4368206,-88.8820131,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:7140044615,FedEx Shipping Center,,,FedEx Shipping Center,MS,,30.4394488,-89.0370481,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1385400154,Flora Post Office,,,Flora,MS,,32.5430350,-90.3111820,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998026,Forest Post Office,,,Forest,MS,,32.3623666,-89.4728459,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1185854594,French Camp Post Office,,,French Camp,MS,,33.2933758,-89.3993893,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1443086222,Friars Point Post Office,,,Friars Point,MS,,34.3705445,-90.6402162,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10891675576,Fulton Post Office,,,Fulton,MS,,34.2730582,-88.4069856,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998011,Gallman Post Office,,,Gallman,MS,,31.9293246,-90.3912031,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10894523674,Glen Post Office,,,Glen,MS,,34.8712370,-88.4293155,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998150,Glen Post Office,,,Glen,MS,,34.8662004,-88.4139352,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10891675661,Golden Post Office,,,Golden,MS,,34.4872403,-88.1877274,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998054,Greenville Post Office,,,Greenville,MS,,33.4104236,-91.0630249,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:2189979495,Greenwood Post Office,,,Greenwood,MS,,33.5281855,-90.2064391,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:2967924220,Greenwood Post Office,,,Greenwood,MS,,33.5198424,-90.1796181,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:12835183248,Greenwood Springs Post Office,,,Greenwood Springs,MS,,33.8863637,-88.3076716,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:674075343,Grenada Post Office,,,Grenada,MS,,33.7830048,-89.8276169,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10887328942,Hamilton Post Office,,,Hamilton,MS,,33.7353547,-88.4449375,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:296100650,Hattiesburg Post Office,,,Hattiesburg,MS,,31.3267579,-89.2912209,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1383066262,Hazelhurst Post Office,,,Hazelhurst,MS,,31.8615915,-90.3957906,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:679905002,Heidelberg Post Office,,,Heidelberg,MS,,31.8873754,-88.9852766,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:641452884,Hernando Post Office,,,Hernando,MS,,34.8241717,-89.9899946,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:2122107041,Hickory Flat Post Office,,,Hickory Flat,MS,,34.6184197,-89.1837199,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998344,Hillsboro Post Office,,,Hillsboro,MS,,32.4593085,-89.5117359,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1197603758,Holly Bluff Post Office,,,Holly Bluff,MS,,32.8218159,-90.7082399,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998536,Holly Springs Post Office,,,Holly Springs,MS,,34.7687078,-89.4489672,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:7149770933,Horn Lake Postal Service,,,Horn Lake Postal Service,MS,,34.9635264,-90.0560186,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998104,Houston Post Office,,,Houston,MS,,33.8978960,-89.0004514,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1548310998,Independence Post Office,,,Independence,MS,,34.7058517,-89.8101302,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357998191,Indianola Post Office,,,Indianola,MS,,33.4534513,-90.6509248,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ms-geofabrik-post-office-seed,MS Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:828302855,Indianola Post Office,,,Indianola,MS,,33.4533888,-90.6508460,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
