target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
national-post-office-ca-big-pine-c6a6b457b7,Big Pine post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:502245538,High Country Market,,,Big Pine,CA,,37.1664543,-118.2900178,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:8189435397,Arco,,,PostalAnnex,CA,,37.4215035,-122.1013155,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:232378998,Baron Park Market and Florist,,,PostalAnnex,CA,,37.4167888,-122.1307277,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:8380488565,Barron Park Shell,,,PostalAnnex,CA,,37.4189341,-122.1332355,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:1313606403,Caffino,,,PostalAnnex,CA,,37.3936719,-122.0981000,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1079334660,California Street Market,,,PostalAnnex,CA,,37.3946221,-122.0894815,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:10268976895,Circle K,,,PostalAnnex,CA,,37.3946011,-122.0984711,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:232375528,Driftwood Deli and Market,,,PostalAnnex,CA,,37.4190583,-122.1351316,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:1578531199,Easy Foods,,,PostalAnnex,CA,,37.3925960,-122.0795602,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:1572294521,Galamart,,,PostalAnnex,CA,,37.3745036,-122.0557763,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:700787042,Loop,,,PostalAnnex,CA,,37.3771155,-122.0639633,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:8175732424,Los Altos 76,,,PostalAnnex,CA,,37.3769861,-122.1145946,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:258517192,Los Altos Gas,,,PostalAnnex,CA,,37.4041040,-122.1182419,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:8175801333,MGM Chevron,,,PostalAnnex,CA,,37.4052160,-122.0670662,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:248487803,Mobil Mart,,,PostalAnnex,CA,,37.3707289,-122.0568952,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:41841294,Moon Mart,,,PostalAnnex,CA,,37.4094075,-122.0548442,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:8229490155,Mountain View Arco,,,PostalAnnex,CA,,37.4059857,-122.0785460,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:3789617901,Samovar Deli,,,PostalAnnex,CA,,37.4193286,-122.0966398,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:5125007809,Sav Mor Food Mart,,,PostalAnnex,CA,,37.3852456,-122.0752060,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-postalannex-3d05afd908,PostalAnnex post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:380853073,ampm,,,PostalAnnex,CA,,37.3998103,-122.1146766,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-soledad-2a4f7e829e,Soledad post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:254687366,Bingo Market,,,Soledad,CA,,36.4251557,-121.3234672,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-soledad-2a4f7e829e,Soledad post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11829287601,ExtraMile,,,Soledad,CA,,36.4296255,-121.3341508,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-sonora-e095478671,Sonora post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:551963307,,,,Sonora,CA,,37.9811368,-120.3816560,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-sonora-e095478671,Sonora post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:551964212,,,,Sonora,CA,,37.9807666,-120.3814640,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-sonora-e095478671,Sonora post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:582668569,ampm,,,Sonora,CA,,37.9942000,-120.3841636,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:12771231362,,,,South San Leandro Station San Leandro,CA,,37.7346559,-122.1405399,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:480221787,,,,South San Leandro Station San Leandro,CA,,37.7128008,-122.1620474,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:551173236,,,,South San Leandro Station San Leandro,CA,,37.6938174,-122.0896773,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:1218560204,7-Eleven,,,South San Leandro Station San Leandro,CA,,37.6820448,-122.1378871,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:1361601871,7-Eleven,,,South San Leandro Station San Leandro,CA,,37.7220780,-122.1681400,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:3120885818,7-Eleven,,,South San Leandro Station San Leandro,CA,,37.7016738,-122.1304243,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:307043949,7-Eleven,,,South San Leandro Station San Leandro,CA,,37.7039469,-122.1259543,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:368394941,7-Eleven,,,South San Leandro Station San Leandro,CA,,37.6748013,-122.1228977,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:953861445,7-Eleven,,,South San Leandro Station San Leandro,CA,,37.7154621,-122.1420668,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:959685106,7-Eleven,,,South San Leandro Station San Leandro,CA,,37.7045621,-122.1172599,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:12397139695,Abe's,,,South San Leandro Station San Leandro,CA,,37.7415296,-122.1688437,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:12310579623,Blaze N' Max,,,South San Leandro Station San Leandro,CA,,37.7226524,-122.1540739,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:238397138,Downtown Auto Repair,,,South San Leandro Station San Leandro,CA,,37.7227457,-122.1567506,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468841760,Four Bells Market & Liquor,,,South San Leandro Station San Leandro,CA,,37.7418209,-122.1765748,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11664972699,Lucky Two,,,South San Leandro Station San Leandro,CA,,37.7423882,-122.1623301,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:297121879,McDonald's,,,South San Leandro Station San Leandro,CA,,37.6934068,-122.1108022,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:12397139681,Oakland Express Market,,,South San Leandro Station San Leandro,CA,,37.7401580,-122.1679361,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11664972458,Q&S Market,,,South San Leandro Station San Leandro,CA,,37.7431728,-122.1671170,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:473012828,Quick Stop,,,South San Leandro Station San Leandro,CA,,37.7341492,-122.1403901,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9181291431,Speedway,,,South San Leandro Station San Leandro,CA,,37.7093388,-122.1707645,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:976776911,Valero,,,South San Leandro Station San Leandro,CA,,37.6963054,-122.1387775,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:12421172649,ampm,,,South San Leandro Station San Leandro,CA,,37.7429547,-122.1519145,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-ca-south-san-leandro-station-san-leandro-7dad12344d,South San Leandro Station San Leandro post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1181492410,ampm,,,South San Leandro Station San Leandro,CA,,37.6859339,-122.1395521,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T00:08:49Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
