target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:3664155704,Aina Haina Post Office,,,Aina Haina,HI,,21.2789669,-157.7532225,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:262143828,United States Post Office,,,Unknown,HI,,19.5044303,-154.9547624,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:289321847,USPS United States Post Office,,,Unknown,HI,,21.3039948,-157.8438152,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:289836732,Post Office,,,Unknown,HI,,19.9379140,-155.1681314,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:300173355,United States Post Office,,,Unknown,HI,,19.6217826,-155.0402591,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:308344920,Post Office,,,Unknown,HI,,20.8268126,-156.9197364,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:370374523,United States Post Office,,,Unknown,HI,,21.3957597,-157.9738533,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:384090059,United States Post Office,,,Unknown,HI,,19.6453135,-155.9936311,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:437308435,United States Post Office,,,Unknown,HI,,21.1901419,-156.9835415,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:458396456,United States Post Office,,,Unknown,HI,,20.9148976,-156.3232413,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:471291199,Post Office,,,Unknown,HI,,20.9134124,-156.3791790,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:49342641,United States Post Office,,,Unknown,HI,,21.2812462,-157.8320035,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:494352649,United States Post Office,,,Unknown,HI,,19.4878247,-155.9078459,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:497091569,United States Post Office,,,Unknown,HI,,21.0903881,-157.0197475,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:587380521,United States Post Office,,,Unknown,HI,,21.3169171,-158.0153260,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:589502907,United States Post Office,,,Unknown,HI,,19.4956802,-154.9491755,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:591633788,United States Post Office,,,Unknown,HI,,19.4280898,-155.2362828,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:792019493,United States Post Office,,,Unknown,HI,,20.8945646,-156.4982045,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:953752098,United States Post Office,,,Unknown,HI,,21.9105083,-159.5877529,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:4810719708,Uptown Finance Station,,,Uptown Finance Station,HI,,21.3120571,-157.8606727,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
